Year,COUNTY_ID,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT,SPECED
2011-2012,3,BERGEN,4845,South Bergen Jointure Commission,80,LYNDHURST ANNEX,6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,3,BERGEN,4845,South Bergen Jointure Commission,80,LYNDHURST ANNEX,UG,NA,18,4,3,0,6,1,0,0,0,0,0,0,1,0,33,,,,,
2011-2012,3,BERGEN,4845,South Bergen Jointure Commission,80,LYNDHURST ANNEX,55,NA,24,4,3,0,6,2,1,1,0,0,0,0,1,0,42,5,3,0,0,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,PH,NA,1,0,1,0,2,2,0,0,0,0,0,0,0,0,6,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,PF,NA,3,1,1,0,4,0,0,0,0,0,0,0,0,0,9,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,KF,NA,3,0,0,0,1,0,0,2,0,0,0,0,0,0,6,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,1,NA,2,0,0,0,1,1,1,0,0,0,0,0,0,0,5,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,2,NA,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,3,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,4,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,5,NA,5,0,0,0,0,1,1,0,0,0,0,0,0,0,7,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,7,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,8,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,9,NA,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,10,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,12,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,UG,NA,113,39,13,2,67,17,12,5,0,0,0,0,2,0,270,,,,,
2011-2012,3,BERGEN,4845,South  Bergen Jointure Commission,999,District Total,55,NA,136,48,15,3,76,22,15,8,0,0,1,0,2,0,326,37,15,1,0,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,PH,NA,1,0,1,0,4,8,0,1,0,0,0,0,0,0,15,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,KF,NA,5,5,0,0,7,6,1,0,1,0,0,0,0,0,25,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,1,NA,1,5,2,1,7,5,1,0,0,0,0,0,0,0,22,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,2,NA,6,5,2,0,12,2,2,4,0,0,0,0,0,0,33,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,3,NA,6,3,3,0,6,4,1,1,0,0,0,0,0,0,24,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,4,NA,5,3,0,0,4,8,0,2,0,0,0,0,0,0,22,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,5,NA,8,5,1,0,7,9,1,2,0,0,0,0,0,0,33,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,6,NA,5,3,2,2,3,10,0,2,0,0,0,0,0,0,27,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,7,NA,5,4,1,0,4,7,2,0,0,0,0,0,0,0,23,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,8,NA,5,3,1,1,14,2,0,2,0,0,0,1,0,0,29,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,UG,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,50,Memorial,55,NA,47,36,13,4,69,61,8,14,1,0,0,1,0,0,254,55,17,13,0,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,PH,NA,1,0,1,0,4,8,0,1,0,0,0,0,0,0,15,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,KF,NA,5,5,0,0,7,6,1,0,1,0,0,0,0,0,25,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,1,NA,1,5,2,1,7,5,1,0,0,0,0,0,0,0,22,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,2,NA,6,5,2,0,12,2,2,4,0,0,0,0,0,0,33,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,3,NA,6,3,3,0,6,4,1,1,0,0,0,0,0,0,24,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,4,NA,5,3,0,0,4,8,0,2,0,0,0,0,0,0,22,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,5,NA,8,5,1,0,7,9,1,2,0,0,0,0,0,0,33,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,6,NA,5,3,2,2,3,10,0,2,0,0,0,0,0,0,27,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,7,NA,5,4,1,0,4,7,2,0,0,0,0,0,0,0,23,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,8,NA,5,3,1,1,14,2,0,2,0,0,0,1,0,0,29,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,UG,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,3,BERGEN,4870,South Hackensack,999,District Total,55,NA,47,36,13,4,69,61,8,14,1,0,0,1,0,0,254,55,17,13,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,9,NA,20,15,76,58,40.5,46.5,14,12,0,1,1,0,4,1,289,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,10,NA,18,20,100,73,46,39,20,28,0,0,0,0,0,2,346,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,11,NA,12,14,73.5,68,47.5,42.5,13,14,0,1,1,0,9,2,297.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,12,NA,42,25,80.5,88,48,40,17,19,1,1,1,0,1,0,363.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,UG,NA,1.5,0,4,1,0,0,0,0,0,0,0,0,0,0,6.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,50,Teaneck High School,55,NA,93.5,74,334,288,182,168,64,73,1,3,3,0,14,5,1302.5,294,110,16,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,5,NA,10,10,24,24,21,19,8,9,1,1,0,0,1,2,130,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,6,NA,2,5,26,31,18,17,2,8,1,0,1,0,1,3,115,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,7,NA,6,10,38,35,15,23,9,9,0,1,0,0,3,1,150,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,8,NA,6,8,27,37,19,21,10,8,0,0,0,0,2,0,138,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,UG,NA,1,4,19,4,3,4,1,1,0,0,0,0,0,0,37,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,60,Benjamin Franklin Middle School,55,NA,25,37,134,131,76,84,30,35,2,2,1,0,7,6,570,199,60,6,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,5,NA,7,6,21,40,16,15,15,15,0,0,0,0,1,3,139,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,6,NA,7,7,29,24,28,28,9,7,0,0,1,0,5,4,149,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,7,NA,11,9,22,37,21,22,12,7,0,0,0,0,0,3,144,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,8,NA,12,8,38,23,23,16,3,17,0,0,0,0,5,0,145,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,UG,NA,0,0,11,4,2,4,0,0,0,0,0,0,0,0,21,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,70,Thomas Jefferson Middle School,55,NA,37,30,121,128,90,85,39,46,0,0,1,0,11,10,598,170,67,10,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,80,William Cullen Bryant School,PH,NA,5,8,10,13,8,7,8,9,0,0,1,0,0,1,70,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,80,William Cullen Bryant School,KF,NA,20,23,40,45,21,20,13,9,0,1,1,1,2,0,196,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,80,William Cullen Bryant School,UG,NA,17,4,20,3,13,7,11,0,2,0,0,0,1,0,78,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,80,William Cullen Bryant School,55,NA,42,35,70,61,42,34,32,18,2,1,2,1,3,1,344,90,25,18,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,1,NA,10,5,11,15,15,8,10,10,0,0,0,0,0,1,85,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,2,NA,4,2,11,15,13,10,8,7,0,0,0,0,0,1,71,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,3,NA,8,5,12,27,11,14,8,6,0,0,0,0,1,0,92,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,4,NA,3,3,16,14,11,12,4,0,2,0,0,0,0,2,67,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,UG,NA,3,2,8,1,11,2,2,0,0,0,0,0,0,0,29,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,55,NA,28,17,58,72,61,46,32,23,2,0,0,0,1,4,344,101,38,16,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,1,NA,5,3,11,14,10,10,7,2,0,0,0,0,0,1,63,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,2,NA,5,8,11,29,12,8,9,4,0,0,0,0,1,0,87,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,3,NA,6,5,14,17,12,14,4,8,0,1,0,1,0,0,82,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,4,NA,5,6,16,10,12,10,3,2,0,1,2,0,1,1,69,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,UG,NA,2,1,3,0,3,0,2,0,0,0,0,0,0,0,11,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,55,NA,23,23,55,70,49,42,25,16,0,2,2,1,2,2,312,96,34,14,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,1,NA,4,2,17,23,14,18,3,6,0,3,0,0,0,3,93,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,2,NA,5,2,6,14,11,13,9,8,0,1,0,0,1,0,70,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,3,NA,1,2,16,21,18,9,5,4,0,0,0,0,0,0,76,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,4,NA,6,4,17,19,19,12,8,12,0,0,0,0,2,0,99,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,UG,NA,2,2,12,3,7,1,1,2,0,0,0,0,0,0,30,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,55,NA,18,12,68,80,69,53,26,32,0,4,0,0,3,3,368,126,35,20,0,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,PH,NA,5,8,10,13,8,7,8,9,0,0,1,0,0,1,70,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,KF,NA,20,23,40,45,21,20,13,9,0,1,1,1,2,0,196,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,1,NA,19,10,39,52,39,36,20,18,0,3,0,0,0,5,241,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,2,NA,14,12,28,58,36,31,26,19,0,1,0,0,2,1,228,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,3,NA,15,12,42,65,41,37,17,18,0,1,0,1,1,0,250,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,4,NA,14,13,49,43,42,34,15,14,2,1,2,0,3,3,235,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,5,NA,17,16,45,64,37,34,23,24,1,1,0,0,2,5,269,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,6,NA,9,12,55,55,46,45,11,15,1,0,2,0,6,7,264,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,7,NA,17,19,60,72,36,45,21,16,0,1,0,0,3,4,294,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,8,NA,18,16,65,60,42,37,13,25,0,0,0,0,7,0,283,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,9,NA,20,15,76,58,40.5,46.5,14,12,0,1,1,0,4,1,289,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,10,NA,18,20,100,73,46,39,20,28,0,0,0,0,0,2,346,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,11,NA,12,14,73.5,68,47.5,42.5,13,14,0,1,1,0,9,2,297.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,12,NA,42,25,80.5,88,48,40,17,19,1,1,1,0,1,0,363.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,UG,NA,26.5,13,77,16,39,18,17,3,2,0,0,0,1,0,212.5,,,,,
2011-2012,3,BERGEN,5150,Teaneck Public School,999,District Total,55,NA,266.5,228,840,830,569,512,248,243,7,12,9,2,41,31,3838.5,1076,369,100,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,50,TENAFLY HIGH SCHOOL,9,NA,95,96,2,4,3,9,36,48,0,0,0,0,0,1,294,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,50,TENAFLY HIGH SCHOOL,10,NA,84,81,3,1,4,10,49,54,0,0,0,0,0,1,287,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,50,TENAFLY HIGH SCHOOL,11,NA,89,90,5,3,6,3,75,60,0,0,0,0,0,1,332,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,50,TENAFLY HIGH SCHOOL,12,NA,110,83,2,3,7,6,53,51,0,0,0,0,3,0,318,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,50,TENAFLY HIGH SCHOOL,55,NA,378,350,12,11,20,28,213,213,0,0,0,0,3,3,1231,21,8,76,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,KF,NA,15,15,0,0,3,1,4,6,0,0,0,0,3,2,49,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,1,NA,25,18,0,1,3,1,6,8,0,0,0,0,1,2,65,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,2,NA,23,23,0,0,1,1,10,6,0,0,0,0,0,1,65,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,3,NA,19,25,0,2,0,1,5,7,0,0,0,0,1,0,60,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,4,NA,19,27,0,0,3,2,7,5,0,0,0,0,0,0,63,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,5,NA,27,22,1,0,0,1,3,9,0,0,0,0,0,0,63,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,70,J SPENCER SMITH SCHOOL,55,NA,128,130,1,3,10,7,35,41,0,0,0,0,5,5,365,3,0,19,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,KF,NA,13,13,1,1,2,1,7,9,0,0,0,0,4,1,52,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,1,NA,17,15,1,0,1,1,12,15,0,0,0,0,1,1,64,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,2,NA,23,15,0,1,2,2,11,11,0,0,1,0,3,0,69,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,3,NA,20,17,0,0,1,0,9,16,0,0,0,0,2,0,65,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,4,NA,23,20,0,0,2,0,11,10,0,0,0,0,1,0,67,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,5,NA,17,18,0,1,1,1,12,18,0,0,0,0,0,0,68,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,UG,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,80,MALCOLM S MACKAY SCHOOL,55,NA,114,98,2,3,9,5,63,79,0,0,1,0,11,2,387,0,0,25,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,KF,NA,24,17,0,0,1,3,6,3,0,0,0,0,0,1,55,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,1,NA,22,19,0,0,5,4,7,7,0,0,0,0,2,0,66,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,2,NA,21,23,0,0,2,2,9,7,0,0,0,0,0,1,65,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,3,NA,22,21,0,0,1,0,5,14,0,0,0,0,1,0,64,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,4,NA,23,26,0,0,0,1,11,7,0,0,0,0,0,0,68,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,5,NA,22,24,0,0,2,1,14,3,0,0,0,0,0,0,66,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,90,Ralph S Maugham School,55,NA,134,130,0,0,11,11,52,41,0,0,0,0,3,2,384,8,0,19,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,95,TENAFLY MIDDLE SCHOOL,6,NA,96,87,1,3,4,7,39,48,0,0,0,0,0,0,285,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,95,TENAFLY MIDDLE SCHOOL,7,NA,86,73,3,2,10,5,42,46,0,0,0,0,1,0,268,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,95,TENAFLY MIDDLE SCHOOL,8,NA,93,89,3,1,6,3,47,42,0,0,0,0,3,4,291,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,95,TENAFLY MIDDLE SCHOOL,55,NA,275,249,7,6,20,15,128,136,0,0,0,0,4,4,844,13,4,54,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,PH,NA,3,1,0,0,1,0,1,1,0,0,0,0,0,0,7,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,PF,NA,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,KF,NA,16,9,0,0,2,3,5,3,0,0,0,0,0,2,40,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,1,NA,22,15,0,2,2,4,9,7,0,0,0,0,2,1,64,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,2,NA,19,20,0,1,0,2,10,14,1,0,0,0,2,1,70,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,3,NA,27,16,1,0,1,0,12,7,0,0,0,0,1,0,65,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,4,NA,23,24,2,0,1,5,14,3,0,0,0,0,0,0,72,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,5,NA,18,22,0,1,1,2,8,5,0,0,0,0,1,1,59,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,UG,NA,5,1,0,0,0,0,5,1,0,0,0,0,0,0,12,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,55,NA,136,108,3,4,8,16,66,41,1,0,0,0,6,5,394,1,0,30,0,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,PH,NA,3,1,0,0,1,0,1,1,0,0,0,0,0,0,7,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,PF,NA,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,KF,NA,68,54,1,1,8,8,22,21,0,0,0,0,7,6,196,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,1,NA,86,67,1,3,11,10,34,37,0,0,0,0,6,4,259,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,2,NA,86,81,0,2,5,7,40,38,1,0,1,0,5,3,269,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,3,NA,88,79,1,2,3,1,31,44,0,0,0,0,5,0,254,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,4,NA,88,97,2,0,6,8,43,25,0,0,0,0,1,0,270,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,5,NA,84,86,1,2,4,5,37,35,0,0,0,0,1,1,256,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,6,NA,96,87,1,3,4,7,39,48,0,0,0,0,0,0,285,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,7,NA,86,73,3,2,10,5,42,46,0,0,0,0,1,0,268,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,8,NA,93,89,3,1,6,3,47,42,0,0,0,0,3,4,291,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,9,NA,95,96,2,4,3,9,36,48,0,0,0,0,0,1,294,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,10,NA,84,81,3,1,4,10,49,54,0,0,0,0,0,1,287,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,11,NA,89,90,5,3,6,3,75,60,0,0,0,0,0,1,332,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,12,NA,110,83,2,3,7,6,53,51,0,0,0,0,3,0,318,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,UG,NA,6,1,0,0,0,0,6,1,0,0,0,0,0,0,14,,,,,
2011-2012,3,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,999,District Total,55,NA,1165,1065,25,27,78,82,557,551,1,0,1,0,32,21,3605,46,12,223,0,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,50,Emil A. Cavallini Middle School,6,NA,62,68,2,1,1,1,8,14,0,0,0,0,0,0,157,,,,,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,50,Emil A. Cavallini Middle School,7,NA,69,77,2,3,1,0,11,11,0,0,0,0,0,0,174,,,,,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,50,Emil A. Cavallini Middle School,8,NA,68,61,2,0,2,0,7,3,0,0,0,0,0,0,143,,,,,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,50,Emil A. Cavallini Middle School,55,NA,199,206,6,4,4,1,26,28,0,0,0,0,0,0,474,0,0,3,0,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,60,Edith A. Bogert Elementary School,3,NA,66,57,0,0,0,3,12,8,0,0,0,0,0,0,146,,,,,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,60,Edith A. Bogert Elementary School,4,NA,57,66,2,1,1,2,11,13,0,0,0,0,0,0,153,,,,,
2011-2012,3,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,60,Edith A. Bogert Elementary School,5,NA,70,65,1,2,5,2,8,3,0,0,0,0,0,0,156,,,,,
