Year,COUNTY_ID,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT,SPECED
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,85,JAMES FALLON ELEMENTARY SCHOOL,4,NA,32,43,1,1,2,2,5,2,0,0,0,0,0,0,88,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,85,JAMES FALLON ELEMENTARY SCHOOL,5,NA,36,42,2,0,1,3,1,0,0,0,0,0,0,0,85,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,85,JAMES FALLON ELEMENTARY SCHOOL,55,NA,167,179,4,1,10,15,9,8,0,0,0,0,0,0,393,19,2,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,KH,NA,6,23,1,0,4,2,5,6,0,0,0,0,0,0,47,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,1,NA,17,23,0,0,3,3,5,11,1,0,0,1,0,1,65,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,2,NA,22,24,1,0,6,2,14,6,0,0,0,0,0,0,75,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,3,NA,20,19,0,0,3,4,8,6,0,0,0,0,0,0,60,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,4,NA,17,33,3,1,5,2,6,6,0,0,0,0,1,1,75,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,5,NA,33,27,2,1,6,7,7,9,0,0,0,0,0,0,92,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,UG,NA,21,2,1,0,6,3,2,0,0,0,0,0,0,0,35,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,87,JOHN F KENNEDY ELEMENTARY SCHOOL,55,NA,136,151,8,2,33,23,47,44,1,0,0,1,1,2,449,49,13,37,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,KH,NA,24,24,0,0,1,2,2,1,0,0,0,0,0,0,54,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,1,NA,33,22,0,0,0,1,3,4,0,0,0,0,0,0,63,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,2,NA,25,25,0,0,3,2,3,4,0,0,0,0,0,0,62,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,3,NA,22,25,0,0,3,2,4,3,0,0,0,0,0,0,59,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,4,NA,28,18,0,0,1,4,3,3,0,0,0,0,0,0,57,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,5,NA,27,37,1,0,4,2,3,4,0,0,0,0,0,0,78,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,UG,NA,2,1,0,0,2,0,2,0,0,0,0,0,0,0,7,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,90,LAFAYETTE ELEMENTARY SCHOOL,55,NA,161,152,1,0,14,13,20,19,0,0,0,0,0,0,380,18,7,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,PH,NA,17,20,0,0,4,2,3,2,0,1,0,0,0,1,50,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,KH,NA,29,23,0,0,3,0,1,1,0,0,0,0,1,1,59,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,1,NA,42,40,0,0,2,1,1,2,0,1,0,0,0,1,90,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,2,NA,26,28,0,1,2,2,1,3,0,0,0,0,1,0,64,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,3,NA,34,41,0,0,3,1,2,2,0,0,0,0,0,0,83,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,4,NA,35,29,0,0,2,0,5,3,0,0,0,0,0,0,74,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,5,NA,29,47,0,1,3,2,3,0,0,0,0,0,0,0,85,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,110,PACKANACK ELEMENTARY SCHOOL,55,NA,212,228,0,2,19,8,16,13,0,2,0,0,2,3,505,14,3,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,KH,NA,26,16,0,0,5,1,4,1,0,0,0,0,1,0,54,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,1,NA,24,20,0,0,2,0,3,5,0,0,0,0,0,0,54,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,2,NA,31,29,0,0,2,3,3,7,0,0,0,0,0,0,75,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,3,NA,28,31,0,0,1,4,5,3,0,0,0,0,0,0,72,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,4,NA,35,23,0,0,3,2,8,4,0,0,0,0,2,0,77,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,5,NA,43,24,0,0,1,5,5,6,0,0,0,0,1,1,86,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,UG,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,11,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,120,PINES LAKE ELEMENTARY SCHOOL,55,NA,197,143,0,0,15,15,28,26,0,0,0,0,4,1,429,24,3,35,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,KH,NA,17,20,0,0,1,1,2,1,0,0,1,0,1,0,44,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,1,NA,34,26,1,0,1,2,2,0,0,0,1,0,0,0,67,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,2,NA,22,26,0,0,1,1,2,2,0,0,0,0,0,0,54,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,3,NA,25,30,0,0,1,2,2,3,0,0,0,1,0,0,64,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,4,NA,25,26,0,0,2,0,3,2,0,0,0,0,0,0,58,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,5,NA,26,24,0,0,5,3,2,1,0,0,0,0,0,0,61,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,UG,NA,7,3,0,0,4,1,0,0,0,0,0,1,0,0,16,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,135,RANDALL CARTER ELEMENTARY SCHOOL,55,NA,156,155,1,0,15,10,13,9,0,0,2,2,1,0,364,24,9,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,KH,NA,6,9,0,1,2,1,0,1,0,0,0,0,0,0,20,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,1,NA,14,17,0,1,3,6,0,0,0,0,1,0,0,1,43,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,2,NA,12,14,0,0,2,4,1,1,0,0,0,0,0,1,35,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,3,NA,21,23,2,1,5,2,1,0,0,0,0,0,0,0,55,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,4,NA,11,15,0,2,2,4,2,2,0,0,0,0,0,0,38,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,5,NA,20,15,1,1,4,3,2,0,0,0,0,0,0,0,46,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,UG,NA,9,9,1,0,1,3,0,2,0,0,1,0,0,0,26,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,140,RYERSON ELEMENTARY SCHOOL,55,NA,93,102,4,6,19,23,6,6,0,0,2,0,0,2,263,72,19,21,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,145,SCHUYLER-COLFAX MIDDLE SCHOOL,6,NA,112,116,0,0,6,6,11,12,0,0,0,0,0,0,263,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,145,SCHUYLER-COLFAX MIDDLE SCHOOL,7,NA,107,96,4,0,5,1,11,10,0,0,0,0,0,0,234,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,145,SCHUYLER-COLFAX MIDDLE SCHOOL,8,NA,112,119,1,1,11,5,7,10,0,0,0,1,0,0,267,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,145,SCHUYLER-COLFAX MIDDLE SCHOOL,UG,NA,7,6,1,0,1,1,1,0,0,0,0,0,0,0,17,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,145,SCHUYLER-COLFAX MIDDLE SCHOOL,55,NA,338,337,6,1,23,13,30,32,0,0,0,1,0,0,781,27,15,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,KH,NA,22,28,0,0,2,3,2,2,0,0,0,0,0,1,60,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,1,NA,19,33,0,0,3,2,2,3,0,0,0,0,0,1,63,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,2,NA,45,28,0,0,2,3,5,1,0,0,0,0,0,0,84,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,3,NA,45,28,0,0,4,3,3,0,0,0,0,0,0,0,83,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,4,NA,31,26,1,1,8,2,1,3,0,0,0,0,0,0,73,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,5,NA,25,33,0,0,1,1,0,0,0,0,0,0,0,0,60,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,UG,NA,11,4,0,0,1,0,1,0,0,0,0,0,0,0,17,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,150,THEUNIS DEY ELEMENTARY SCHOOL,55,NA,198,180,1,1,21,14,14,9,0,0,0,0,0,2,440,8,3,0,0,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,PH,NA,27,31,0,0,6,3,6,4,1,1,0,0,0,1,80,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,KH,NA,164,173,4,1,20,11,20,16,0,0,1,0,3,2,415,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,1,NA,232,220,1,1,18,23,25,36,1,1,2,1,0,4,565,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,2,NA,242,227,5,4,22,18,36,34,0,0,0,0,1,2,591,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,3,NA,251,247,3,2,22,24,29,23,0,0,0,2,0,0,603,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,4,NA,237,227,5,5,27,17,36,34,0,0,0,0,3,1,592,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,5,NA,276,271,7,3,27,29,29,26,0,0,0,0,1,1,670,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,6,NA,286,290,2,6,26,28,24,31,0,0,0,0,0,1,694,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,7,NA,298,259,8,1,26,13,30,21,0,1,2,1,1,0,661,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,8,NA,290,289,7,2,24,25,27,26,0,0,3,5,0,0,698,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,9,NA,298,298,9,4,23,24,38,23,0,0,1,0,1,0,719,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,10,NA,283,290,4,9,23,25,35,31,0,0,4,0,0,0,704,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,11,NA,309,266,4,3,25,27,31,39,0,0,0,1,0,1,706,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,12,NA,299,270,2,5,27,16,15,27,0,0,0,0,0,0,661,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,UG,NA,101,45,6,3,20,11,11,2,0,0,1,1,0,0,201,,,,,
2011-2012,31,PASSAIC,5570,WAYNE TOWNSHIP PUBLIC SCHOOLS,999,District Total,55,NA,3593,3403,67,49,336,294,392,373,2,3,14,11,10,13,8560,568,179,121,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,9,NA,168,145,1,4,8,9,0,2,0,0,0,0,0,0,337,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,10,NA,134,134,1,2,7,5,0,2,2,0,0,0,0,0,287,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,11,NA,142,136,2,3,5,7,0,1,0,0,0,0,0,0,296,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,12,NA,143,145,3,1,2,6,1,2,0,0,0,0,0,0,303,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,UG,NA,5,6,2,0,1,0,0,0,0,0,0,0,0,0,14,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,40,West Milford Township High School,55,NA,592,566,9,10,23,27,1,7,2,0,0,0,0,0,1237,94,45,3,2,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,KH,NA,15,18,0,0,1,0,0,1,0,0,0,0,0,0,35,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,1,NA,19,15,1,0,1,1,0,0,0,0,0,0,0,0,37,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,2,NA,18,14,0,0,0,0,0,1,0,0,0,0,0,0,33,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,3,NA,16,15,1,0,1,0,0,1,0,0,0,0,0,0,34,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,4,NA,11,16,0,0,0,2,0,1,0,0,0,0,0,0,30,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,5,NA,20,20,1,1,1,0,0,0,0,0,0,0,0,0,43,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,6,NA,18,24,1,0,1,0,0,1,0,0,0,0,0,0,45,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,UG,NA,9,1,1,0,0,1,0,0,0,0,0,0,0,0,12,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,42,Apshawa Elementary School,55,NA,126,123,5,1,5,4,0,5,0,0,0,0,0,0,269,26,11,10,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,55,Macopin Middle School,7,NA,148,127,1,2,7,4,0,0,0,1,0,0,0,0,290,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,55,Macopin Middle School,8,NA,159,154,1,0,3,1,3,1,0,1,0,0,0,0,323,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,55,Macopin Middle School,UG,NA,6,2,2,0,0,1,1,1,0,0,0,0,0,0,13,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,55,Macopin Middle School,55,NA,313,283,4,2,10,6,4,2,0,2,0,0,0,0,626,45,21,0,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,KH,NA,18,13,0,0,1,1,0,0,0,0,0,0,0,0,33,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,1,NA,14,13,0,0,1,0,0,0,0,0,0,0,0,0,28,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,2,NA,19,13,0,0,2,1,0,0,0,0,0,0,0,1,36,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,3,NA,19,21,0,0,0,0,2,0,0,0,0,0,0,0,42,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,4,NA,17,19,0,0,3,1,1,1,0,0,0,0,0,0,42,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,5,NA,22,21,0,0,1,0,0,0,1,0,0,0,0,0,45,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,6,NA,22,16,1,1,3,0,0,0,0,0,0,0,0,0,43,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,UG,NA,35,14,0,1,2,0,2,0,2,0,0,0,0,0,56,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,60,Maple Road Elementary School,55,NA,166,130,1,2,13,3,5,1,3,0,0,0,0,1,325,30,2,0,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,KH,NA,11,22,0,0,0,2,0,0,0,0,0,0,0,0,35,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,1,NA,13,27,1,0,2,1,0,2,1,1,0,0,0,0,48,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,2,NA,22,24,0,0,1,1,0,0,0,0,0,0,0,0,48,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,3,NA,14,20,2,0,1,0,0,2,0,0,0,0,0,0,39,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,4,NA,19,20,0,2,2,2,0,0,0,0,0,0,0,0,45,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,5,NA,18,30,0,0,0,0,0,0,0,0,0,0,0,0,48,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,6,NA,24,27,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,70,Marshall Hill Elementary School,55,NA,121,170,3,2,6,6,0,4,1,1,0,0,0,0,314,37,20,0,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,KH,NA,21,22,0,0,0,2,0,0,0,0,0,0,0,0,45,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,1,NA,21,20,0,0,0,0,0,1,0,0,0,0,0,0,42,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,2,NA,24,21,0,0,2,0,0,1,0,0,0,0,0,0,48,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,3,NA,23,26,0,0,1,2,0,1,0,0,0,0,0,0,53,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,4,NA,21,17,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,5,NA,15,18,0,0,1,1,0,2,0,0,0,0,0,0,37,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,6,NA,19,26,0,0,1,1,0,1,0,0,0,0,0,0,48,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,80,Paradise Knoll Elementary School,55,NA,144,150,0,0,5,6,0,6,0,0,0,0,0,0,311,20,10,0,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,KH,NA,21,18,0,1,0,0,0,0,0,0,0,0,0,0,40,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,1,NA,18,15,0,1,2,1,1,0,0,0,0,0,0,0,38,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,2,NA,17,17,0,0,0,2,0,0,0,0,0,0,0,0,36,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,3,NA,19,17,3,0,0,3,0,0,0,0,0,0,0,0,42,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,4,NA,16,12,0,1,0,1,0,0,0,0,0,0,0,0,30,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,5,NA,22,32,0,1,0,1,1,0,1,1,0,0,0,0,59,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,6,NA,25,19,0,1,0,2,0,0,0,0,0,0,0,0,47,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,UG,NA,7,2,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,90,Upper Greenwood Lake Elementary School,55,NA,145,132,3,5,2,10,2,0,1,1,0,0,0,0,301,30,10,0,0,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,KH,NA,26,23,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,1,NA,20,24,0,1,1,5,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,2,NA,25,24,0,0,3,2,0,2,0,0,0,0,0,0,56,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,3,NA,17,23,0,0,0,0,1,1,0,0,0,0,0,0,42,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,4,NA,37,18,0,0,4,0,0,2,0,0,0,0,0,0,61,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,5,NA,22,26,1,1,2,2,0,1,0,0,0,0,0,0,55,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,6,NA,28,37,0,0,0,4,0,1,0,0,0,0,0,0,70,,,,,
2011-2012,31,PASSAIC,5650,West Milford Township Public Schools,100,Westbrook Elementary School,UG,NA,9,2,1,0,2,1,0,0,0,0,0,0,0,0,15,,,,,
