COUNTY_ID,COUNTY_NAME,DIST_ID,LEA_NAME,SCHOOL_ID,SCHOOL_NAME,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_PRICE_LUNCH,LEP,MIGRANT,White_total,Black_total,Hispanic_total,Asian_total,Other_total,White_pcnt,black_pnct,Hispanic_pnct,Asian_pnct,Other_pnct,Diversity_index,District_diversity_index,DI_diff_btwn_schl_distrct,District_pnct_white,Pnct_white_diff
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,075,Crossroads South Middle School,55,TOTAL,181,155,40,36,42,61,335,258,0,0,0,0,17,18,1143,135,32,23,0,336,76,103,593,35,0.293963255,0.066491689,0.090113736,0.518810149,0.030621172,0.630942348,0.614278473,2.712755915,0.275299925,6.77927144
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,090,HILLCREST SCHOOL,55,TOTAL,70,70,12,20,54,70,6,5,0,0,1,1,2,2,313,130,14,47,1,140,32,124,11,6,0.447284345,0.102236422,0.396166134,0.03514377,0.019169329,0.630934275,0.613667229,2.813747485,0.517498566,-13.56800295
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,100,NORMANDY PARK SCHOOL,55,TOTAL,71,79,12,18,71,61,10,9,0,0,0,0,0,3,334,107,14,51,0,150,30,132,19,3,0.449101796,0.089820359,0.395209581,0.056886228,0.008982036,0.630732547,0.613667229,2.780874906,0.517498566,-13.21680364
39,UNION,4290,RAHWAY CITY,080,Franklin Elementary School,55,TOTAL,49,41,93,97,178,150,9,11,0,0,0,0,5,9,642,335,72,108,0,90,190,328,20,14,0.140186916,0.295950156,0.510903427,0.031152648,0.021806854,0.630292796,0.668351723,-5.694445824,0.168089648,-16.59991099
23,MIDDLESEX,3845,OLD BRIDGE TWP,103,Carl Sandburg Middle School,55,TOTAL,314.5,305.5,71,63.5,69.5,68,125,125,0,0,0,1,0,1,1144,242,87,23,0,620,134.5,137.5,250,2,0.541958042,0.11756993,0.120192308,0.218531469,0.001748252,0.630253542,0.576662556,9.293300902,0.606794484,-10.68507435
33,SALEM,4635,SALEM CO SPECIAL SERVICE,009,Salem Campus,55,TOTAL,17,7,14,1,4,3,1,0,0,0,0,0,0,1,48,8,2,0,0,24,15,7,1,1,0.5,0.3125,0.145833333,0.020833333,0.020833333,0.630208333,0.678209415,-7.077619493,0.372384937,34.26966292
21,MERCER,1950,HAMILTON TWP,105,GEORGE E. WILSON ELEMENTARY SCHOOL,55,TOTAL,14,18,66,62,98,111,14,6,0,0,1,0,14,5,409,271,45,14,0,32,128,209,20,20,0.078239609,0.312958435,0.511002445,0.048899756,0.048899756,0.63002971,0.652881187,-3.500097216,0.499241077,-84.32829101
07,CAMDEN,5820,WINSLOW TWP,070,Winslow Township Elementary School Five,55,TOTAL,97,87,151,163,42,42,8,12,0,1,1,0,7,4,615,281,49,16,0,184,314,84,20,13,0.299186992,0.510569106,0.136585366,0.032520325,0.021138211,0.629646375,0.602625297,4.483893712,0.250819001,19.2840219
15,GLOUCESTER,0860,CLAYTON BORO,030,CLAYTON HIGH SCHOOL,55,TOTAL,99,113,71,42,23,20,2,5,2,2,0,0,16,9,404,166,47,2,0,212,113,43,7,29,0.524752475,0.27970297,0.106435644,0.017326733,0.071782178,0.629619645,0.645773173,-2.501424437,0.52173913,0.577557756
07,CAMDEN,2890,MAGNOLIA BORO,050,Magnolia,55,TOTAL,119,114,56,40,34,28,5,6,0,0,0,0,15,12,429,153,47,0,0,233,96,62,11,27,0.543123543,0.223776224,0.144522145,0.025641026,0.062937063,0.629435832,0.629435832,0,0.543123543,0
31,PASSAIC,0900,CLIFTON CITY,150,School #9,55,TOTAL,75,80,10,4,69,36,21,21,0,0,0,0,0,0,316,69,19,0,0,155,14,105,42,0,0.490506329,0.044303797,0.332278481,0.132911392,0,0.629366287,0.584126614,7.744840243,0.340358951,44.11442038
13,ESSEX,0250,BELLEVILLE TOWN,070,Belleville PS7,55,TOTAL,57,49,17,21,111,89,20,9,0,0,1,3,2,1,380,160,45,14,0,106,38,200,29,7,0.278947368,0.1,0.526315789,0.076315789,0.018421053,0.62901662,0.547073653,14.97841607,0.165070981,68.98631579
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,055,Brooklawn Middle School,55,TOTAL,198,173,7,15,42,45,178,197,1,1,0,0,13,9,879,78,17,20,0,371,22,87,375,24,0.422070535,0.025028441,0.098976109,0.42662116,0.027303754,0.628682661,0.646033321,-2.685722117,0.413475936,2.078621299
03,BERGEN,2740,LODI BOROUGH,060,Columbus School,55,TOTAL,56,46,20,11,78,66,6,9,0,0,0,0,1,2,295,131,31,19,1,102,31,144,15,3,0.345762712,0.105084746,0.488135593,0.050847458,0.010169492,0.628440103,0.643055653,-2.27282811,0.287947475,20.07839673
15,GLOUCESTER,1100,DEPTFORD TWP,140,Shady Lane Elementary School,55,TOTAL,116,107,63,68,34,30,11,6,1,0,2,0,0,0,438,189,56,0,0,223,131,64,17,3,0.50913242,0.299086758,0.146118721,0.038812785,0.006849315,0.628427264,0.575886692,9.123421699,0.597009776,-14.71958404
05,BURLINGTON,3440,MOUNT LAUREL TWP,075,Springville Elementary School,55,TOTAL,125,119,21,25,16,15,43,44,0,0,2,0,8,19,437,41,5,10,0,244,46,31,87,29,0.558352403,0.105263158,0.070938215,0.199084668,0.066361556,0.62809147,0.588090424,6.801853115,0.606276748,-7.904697806
03,BERGEN,3550,NEW MILFORD BORO,070,BERTRAND F GIBBS ELEMENTARY SCHOOL,55,TOTAL,133,120,17,11,36,35,30,34,0,0,19,14,0,0,449,51,17,27,0,253,28,71,64,33,0.563474388,0.062360802,0.158129176,0.142538976,0.073496659,0.62788379,0.67785295,-7.37168139,0.497739829,13.20661005
03,BERGEN,1130,DUMONT BORO,060,Honiss Elementary\Middle School,55,TOTAL,147,187,10,12,76,71,56,49,1,2,5,8,0,0,624,72,30,16,0,334,22,147,105,16,0.53525641,0.03525641,0.235576923,0.168269231,0.025641026,0.627789078,0.602633292,4.174310638,0.569707741,-6.047193708
07,CAMDEN,2670,LINDENWOLD BORO,005,Lindenwold High School,55,TOTAL,39,32,137,122,120,138,8,10,0,1,1,0,1,2,611,437,42,76,2,71,259,258,18,5,0.116202946,0.423895254,0.422258592,0.029459902,0.008183306,0.627572518,0.632333468,-0.752917652,0.126503828,-8.142743271
