COUNTY_ID,COUNTY_NAME,DIST_ID,LEA_NAME,SCHOOL_ID,SCHOOL_NAME,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_PRICE_LUNCH,LEP,MIGRANT,White_total,Black_total,Hispanic_total,Asian_total,Other_total,White_pcnt,black_pnct,Hispanic_pnct,Asian_pnct,Other_pnct,Diversity_index,District_diversity_index,DI_diff_btwn_schl_distrct,District_pnct_white,Pnct_white_diff
80,CHARTERS,7115,Learning Community CS,960,Learning Community Charter School,55,TOTAL,96,84,54,52,64,58,58,65,1,1,5,3,21,22,584,165,55,0,0,180,106,122,123,53,0.308219178,0.181506849,0.20890411,0.210616438,0.090753425,0.775819807,0.775819807,0,0.308219178,0
80,CHARTERS,6030,The Ethical Community Charter School,912,The Ethical Community Charter School,55,TOTAL,50,40,23,18,41,48,50,43,2,0,0,0,15,13,343,134,0,0,0,90,41,89,93,30,0.262390671,0.119533528,0.259475219,0.271137026,0.087463557,0.768370322,0.768370322,0,0.262390671,0
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,055,Arthur M. Judd,55,TOTAL,130,112,126,83,126,98,100,88,1,0,1,0,22,17,904,253,35,39,0,242,209,224,188,41,0.267699115,0.23119469,0.247787611,0.207964602,0.045353982,0.76818124,0.75162672,2.202492186,0.199587629,34.12610619
23,MIDDLESEX,4660,SAYREVILLE BORO,070,Dwight D. Eisenhower Elementary School,55,TOTAL,89,99,41,49,58,65,69,58,0,1,1,0,16,17,563,156,42,20,0,188,90,123,127,35,0.3339254,0.159857904,0.218472469,0.225577265,0.062166963,0.760459225,0.722688271,5.226451756,0.414915534,-19.51966783
01,ATLANTIC,1690,GALLOWAY TWP,045,Reeds Road Elementary School,55,TOTAL,106,108,52,51,68,66,43,54,0,1,0,1,31,18,599,285,58,28,0,214,103,134,97,51,0.357262104,0.171953255,0.223706177,0.161936561,0.085141903,0.75927882,0.708108766,7.226298679,0.450091296,-20.62452521
80,CHARTERS,6103,Empowerment Academy Charter School,994,Empowerment Academy Charter School,55,TOTAL,15,11,21,31,27,27,24,25,1,1,0,0,2,5,190,99,27,64,0,26,52,54,49,9,0.136842105,0.273684211,0.284210526,0.257894737,0.047368421,0.756842105,0.756842105,0,0.136842105,0
25,MONMOUTH,1260,EATONTOWN BORO,060,Margaret L Vetter,55,TOTAL,40,28,37,38,48,48,30,22,0,0,0,0,5,4,300,173,23,38,0,68,75,96,52,9,0.226666667,0.25,0.32,0.173333333,0.03,0.752777778,0.708360998,6.270359349,0.433333333,-47.69230769
17,HUDSON,2390,JERSEY CITY,002,Infinity Institute,55,TOTAL,35,22,31,42,35,43,42,29,1,0,2,0,0,0,282,195,25,6,0,57,73,78,71,3,0.20212766,0.258865248,0.276595745,0.25177305,0.010638298,0.752125145,0.715250518,5.155484062,0.121507567,66.34985348
17,HUDSON,2390,JERSEY CITY,270,PS # 33,55,TOTAL,27,33,57,58,59,64,54,43,2,0,1,3,4,4,409,324,31,78,0,60,115,123,97,14,0.146699267,0.281173594,0.300733496,0.237163814,0.034229829,0.751561743,0.715250518,5.076714291,0.121507567,20.73261789
23,MIDDLESEX,4130,PISCATAWAY TWP,100,Knollwood Elementary School,55,TOTAL,55,53,67,60,29,40,76,90,0,2,3,0,8,11,494,99,30,31,0,108,127,69,166,24,0.218623482,0.25708502,0.139676113,0.336032389,0.048582996,0.751323575,0.7431717,1.096903405,0.166793287,31.07450902
13,ESSEX,5680,WEST ORANGE TOWN,140,MOUNT PLEASANT ELEMENTARY SCHOOL,55,TOTAL,56,36,63,58,53,51,23,17,2,1,1,0,17,2,380,84,19,6,0,92,121,104,40,23,0.242105263,0.318421053,0.273684211,0.105263158,0.060526316,0.75034626,0.704778512,6.465541743,0.215744967,12.21826679
23,MIDDLESEX,4130,PISCATAWAY TWP,053,Conackamack Middle School,55,TOTAL,69,62,67,63,39,41,71,68,0,0,0,1,3,5,489,105,25,11,0,131,130,80,139,9,0.267893661,0.265848671,0.163599182,0.284253579,0.018404908,0.749653941,0.7431717,0.872240071,0.166793287,60.61417436
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,065,Linwood Middle School,55,TOTAL,138,141,159,131,225,186,177,156,0,0,2,3,3,7,1328,475,78,44,0,279,290,411,333,15,0.210090361,0.218373494,0.309487952,0.250753012,0.011295181,0.749387611,0.75162672,-0.297901765,0.199587629,5.26221622
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,060,John Adams,55,TOTAL,57,55,59,66,79,92,106,108,0,0,3,0,6,11,642,183,29,26,0,112,125,171,214,20,0.174454829,0.19470405,0.26635514,0.333333333,0.031152648,0.748629186,0.75162672,-0.39880614,0.199587629,-12.59236374
23,MIDDLESEX,4130,PISCATAWAY TWP,060,Arbor Elementary School,55,TOTAL,39,23,79,62,59,70,80,85,0,0,1,1,5,16,520,144,62,17,0,62,141,129,165,23,0.119230769,0.271153846,0.248076923,0.317307692,0.044230769,0.748076923,0.7431717,0.660039066,0.166793287,-28.51584647
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,North Brunswick Township High School,55,TOTAL,206,196,213,177.5,299,275,191,211,0,0,0,4,4,9,1785.5,603.5,108,44,0,402,390.5,574,402,17,0.225147018,0.218706245,0.321478577,0.225147018,0.009521143,0.747346092,0.75162672,-0.569515204,0.199587629,12.80609872
23,MIDDLESEX,4130,PISCATAWAY TWP,055,Quibbletown Middle School,55,TOTAL,43,36,71,94,82,59,87,77,0,1,1,0,6,6,563,172,57,16,0,79,165,141,164,14,0.140319716,0.293072824,0.25044405,0.291296625,0.024866785,0.746224394,0.7431717,0.41076573,0.166793287,-15.87208426
23,MIDDLESEX,4130,PISCATAWAY TWP,065,Dwight D. Eisenhower Elementary School,55,TOTAL,33,32,66,57,71,82,91,102,5,5,1,1,12,6,564,160,63,48,0,65,123,153,193,30,0.115248227,0.218085106,0.271276596,0.342198582,0.053191489,0.745636537,0.7431717,0.331664657,0.166793287,-30.90355785
23,MIDDLESEX,4660,SAYREVILLE BORO,075,Harry S. Truman Elementary School,55,TOTAL,94,91,38,29,56,68,79,57,0,2,1,0,11,10,536,150,30,9,0,185,67,124,136,24,0.345149254,0.125,0.231343284,0.253731343,0.044776119,0.745342782,0.722688271,3.134755658,0.414915534,-16.8145741
17,HUDSON,2390,JERSEY CITY,210,Mahatma K. Gandhi School,55,TOTAL,179,154,129,127,170,151,243,260,3,4,8,4,6,7,1445,995,81,436,0,333,256,321,503,32,0.230449827,0.17716263,0.222145329,0.348096886,0.022145329,0.744495875,0.715250518,4.088827118,0.121507567,89.65882767
80,CHARTERS,6082,Beloved Community Charter School,963,BelovED Community Charter School,55,TOTAL,40,32,107,132,109,105,76,74,3,1,4,3,16,18,720,459,80,61,0,72,239,214,150,45,0.1,0.331944444,0.297222222,0.208333333,0.0625,0.744162809,0.744162809,0,0.1,0
23,MIDDLESEX,2150,HIGHLAND PARK BORO,070,IRVING PRIMARY SCHOOL,55,TOTAL,65,40,17,15,32,34,49,39,1,0,0,0,11,6,309,78,22,26,0,105,32,66,88,18,0.339805825,0.103559871,0.213592233,0.284789644,0.058252427,0.743687226,0.729839479,1.897368775,0.385856079,-11.93456748
01,ATLANTIC,1310,EGG HARBOR TWP,033,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,55,TOTAL,115,107,47,44,158,127,92,66,0,0,0,0,18,31,805,451,67,56,0,222,91,285,158,49,0.275776398,0.113043478,0.354037267,0.196273292,0.060869565,0.743597855,0.689743835,7.807829074,0.469975656,-41.32113142
35,SOMERSET,1610,FRANKLIN TWP,055,Conerly Road School,55,TOTAL,31,35,94,72,43,37,52,30,0,1,1,0,14,12,422,107,27,8,0,66,166,80,82,28,0.156398104,0.393364929,0.18957346,0.194312796,0.066350711,0.742705689,0.721764358,2.901408331,0.136937675,14.211158
13,ESSEX,5680,WEST ORANGE TOWN,170,ST. CLOUD ELEMENTARY SCHOOL,55,TOTAL,71,64,60,56,38,31,11,23,0,0,1,0,19,14,388,52,12,13,0,135,116,69,34,34,0.347938144,0.298969072,0.177835052,0.087628866,0.087628866,0.7425736,0.704778512,5.362690207,0.215744967,61.27289014
80,CHARTERS,7890,Teaneck Community CS,920,Teaneck Community Charter School,55,TOTAL,35,38,59,48,40,38,13,21,0,0,2,0,4,8,306,42,3,0,0,73,107,78,34,14,0.238562092,0.349673203,0.254901961,0.111111111,0.045751634,0.741402879,0.741402879,0,0.238562092,0
03,BERGEN,5150,TEANECK TWP,110,Nathaniel Hawthorne Elementary School,55,TOTAL,24,17,48,63,48,54,34,28,0,0,1,0,11,3,331,0,21,16,0,41,111,102,62,15,0.123867069,0.335347432,0.3081571,0.187311178,0.045317221,0.740099123,0.707696263,4.578639319,0.122994652,0.709313017
23,MIDDLESEX,4130,PISCATAWAY TWP,080,Grandview Elementary School,55,TOTAL,63,54,95,96,84,68,162,125,4,1,1,5,5,11,774,192,48,71,0,117,191,152,287,27,0.151162791,0.246770026,0.196382429,0.370801034,0.034883721,0.738978026,0.7431717,-0.564294008,0.166793287,-9.371178198
23,MIDDLESEX,5850,WOODBRIDGE TWP,045,AVENEL MIDDLE SCHOOL,55,TOTAL,110,100,64.5,60.5,71.5,68.5,58,60,0,0,0,0,3,1,597,258,59,0,0,210,125,140,118,4,0.351758794,0.209380235,0.234505863,0.197654941,0.006700168,0.738320301,0.723495939,2.048990237,0.352131244,-0.105770115
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,070,Livingston Park,55,TOTAL,44,53,61,58,82,86,109,114,0,2,1,0,8,5,623,186,31,65,0,97,119,168,223,16,0.155698234,0.191011236,0.269662921,0.357945425,0.025682183,0.737770174,0.75162672,-1.843540847,0.199587629,-21.99003754
21,MERCER,2580,LAWRENCE TWP,070,Ben Franklin Elementary,55,TOTAL,79,89,28,22,23,29,65,44,1,0,0,0,23,22,425,58,17,14,0,168,50,52,109,46,0.395294118,0.117647059,0.122352941,0.256470588,0.108235294,0.737439446,0.716898155,2.865301129,0.446016571,-11.37232487
23,MIDDLESEX,4660,SAYREVILLE BORO,120,Woodrow Wilson Elementary School,55,TOTAL,75,77,33,24,44,43,45,48,0,0,0,0,6,8,403,113,34,9,5,152,57,87,93,14,0.377171216,0.141439206,0.215880893,0.230769231,0.034739454,0.736670997,0.722688271,1.934821273,0.414915534,-9.096867831
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,004,Middlesex County Academy,55,TOTAL,1,0,2,3,2,0,2,0,0,0,0,0,1,1,12,6,1,0,0,1,5,2,2,2,0.083333333,0.416666667,0.166666667,0.166666667,0.166666667,0.736111111,0.73347511,0.359385249,0.286931818,-70.95709571
39,UNION,5290,UNION TWP,090,CONNECTICUT FARMS,55,TOTAL,38,39,69,60,76,62,32,23,0,1,1,1,6,4,412,104,22,33,0,77,129,138,55,13,0.186893204,0.313106796,0.334951456,0.133495146,0.031553398,0.736026016,0.70345187,4.630614626,0.222972507,-16.18105476
35,SOMERSET,1610,FRANKLIN TWP,100,Hillcrest School,55,TOTAL,37,27,60,59,75,74,43,39,1,2,0,0,3,3,423,183,20,79,0,64,119,149,82,9,0.151300236,0.281323877,0.352245863,0.193853428,0.021276596,0.735856122,0.721764358,1.952405008,0.136937675,10.48839298
23,MIDDLESEX,4660,SAYREVILLE BORO,085,Samsel Upper Elementary School,55,TOTAL,208,166,77,74,104,116,112,109,0,0,2,1,11,12,992,283,68,14,0,374,151,220,221,26,0.377016129,0.152217742,0.221774194,0.222782258,0.026209677,0.735185923,0.722688271,1.729328187,0.414915534,-9.134245764
39,UNION,5290,UNION TWP,130,LIVINGSTON,55,TOTAL,56,52,84,70,59,59,21,24,1,0,0,0,7,8,441,93,19,18,0,108,154,118,45,16,0.244897959,0.349206349,0.267573696,0.102040816,0.036281179,0.73475558,0.70345187,4.450014437,0.222972507,9.83325345
23,MIDDLESEX,2150,HIGHLAND PARK BORO,060,HIGHLAND PARK MIDDLE SCHOOL,55,TOTAL,72,63,19,18,38,33,41,40,0,0,1,0,8,11,344,101,30,13,0,135,37,71,81,20,0.39244186,0.10755814,0.206395349,0.235465116,0.058139535,0.732997566,0.729839479,0.432709795,0.385856079,1.706797278
23,MIDDLESEX,1290,EDISON TWP,103,Lindeneau Elementary School,55,TOTAL,74,54,29,30,93,65,43,42,0,0,0,0,4,8,442,162,48,2,0,128,59,158,85,12,0.28959276,0.133484163,0.357466063,0.192307692,0.027149321,0.732816691,0.568461632,28.91225179,0.175538467,64.97396023
17,HUDSON,2390,JERSEY CITY,075,Dr Ronald McNair High School,55,TOTAL,44,75,48,69,59,78,140,154,9,4,0,2,15,13,710,269,84,0,0,119,117,137,294,43,0.167605634,0.164788732,0.192957746,0.414084507,0.06056338,0.732386431,0.715250518,2.39579178,0.121507567,37.93843299
03,BERGEN,1270,EDGEWATER BORO,050,Eleanor Van Gelder,55,TOTAL,74,54,11,12,35,44,69,71,0,0,1,0,21,13,405,100,21,20,0,128,23,79,140,35,0.316049383,0.056790123,0.195061728,0.345679012,0.086419753,0.731876238,0.700002022,4.553446379,0.294438386,7.339734797
13,ESSEX,5680,WEST ORANGE TOWN,160,REDWOOD ELEMENTARY SCHOOL,55,TOTAL,102,66,103,78,70,59,14,25,0,0,0,0,13,16,546,125,34,8,0,168,181,129,39,29,0.307692308,0.331501832,0.236263736,0.071428571,0.053113553,0.731688336,0.704778512,3.818195946,0.215744967,42.61853305
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,Joseph F. Cappello School,55,TOTAL,17,5,31,16,12,10,16,6,1,0,0,0,3,0,117,45,8,0,0,22,47,22,22,4,0.188034188,0.401709402,0.188034188,0.188034188,0.034188034,0.731390167,0.685320258,6.72239132,0.244375485,-23.05521639
80,CHARTERS,6018,Central Jersey College Prep Charter School,900,Central Jersey College Prep Charter School,55,TOTAL,31,24,58,72,27,49,74,73,1,0,0,1,5,5,420,91,28,0,0,55,130,76,147,12,0.130952381,0.30952381,0.180952381,0.35,0.028571429,0.730986395,0.730986395,0,0.130952381,0
39,UNION,5290,UNION TWP,080,BATTLE HILL,55,TOTAL,56,56,65,68,54,48,23,15,0,0,0,1,6,4,396,79,17,18,0,112,133,102,38,11,0.282828283,0.335858586,0.257575758,0.095959596,0.027777778,0.730882053,0.70345187,3.89936875,0.222972507,26.84446442
17,HUDSON,2390,JERSEY CITY,011,Regional Day School,55,TOTAL,10,1,22,11,27,6,16,2,1,0,2,0,1,0,99,68,14,0,0,11,33,33,18,4,0.111111111,0.333333333,0.333333333,0.181818182,0.04040404,0.730741761,0.715250518,2.16584854,0.121507567,-8.556220892
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,55,TOTAL,179,142,270,271,378,329,186,182,0,1,5,5,4,2,1954,1215,54,141,0,321,541,707,368,17,0.164278403,0.276867963,0.361821904,0.188331627,0.008700102,0.729897153,0.673795648,8.326189871,0.056521739,190.6464058
17,HUDSON,2390,JERSEY CITY,300,Rafael de J. Cordero School,55,TOTAL,77,46,93,98,161,167,77,70,0,0,11,4,6,9,819,319,64,28,0,123,191,328,147,30,0.15018315,0.233211233,0.4004884,0.179487179,0.036630037,0.729109176,0.715250518,1.937594941,0.121507567,23.5998333
39,UNION,5290,UNION TWP,083,HANNAH CALDWELL ELEM SCH,55,TOTAL,56,50,114,116,77,65,53,40,0,0,0,2,6,7,586,151,38,22,0,106,230,142,93,15,0.180887372,0.392491468,0.242320819,0.158703072,0.02559727,0.728668942,0.70345187,3.584761459,0.222972507,-18.87458498
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,55,TOTAL,50,18,35,14,43,14,7,6,0,0,3,0,5,2,197,85,9,0,0,68,49,57,13,10,0.345177665,0.248730964,0.289340102,0.065989848,0.050761421,0.728336211,0.715249778,1.829631172,0.384,-10.10998308
03,BERGEN,3550,NEW MILFORD BORO,060,BERKLEY STREET ELEMENTARY SCHOOL,55,TOTAL,90,87,10,23,38,49,34,44,0,0,20,25,0,1,421,52,40,30,0,177,33,87,78,46,0.420427553,0.078384798,0.206650831,0.185273159,0.109263658,0.728127239,0.67785295,7.416695487,0.497739829,-15.53266812
03,BERGEN,1230,EAST RUTHERFORD BORO,080,MCKENZIE SCHOOL,55,TOTAL,72,72,11,22,91,81,63,56,1,1,0,1,12,10,493,121,37,68,0,144,33,172,119,25,0.292089249,0.06693712,0.348884381,0.24137931,0.050709939,0.727647511,0.703357585,3.453424889,0.337772397,-13.52483151
15,GLOUCESTER,5860,WOODBURY CITY,100,Walnut Street School,55,TOTAL,25,16,14,13,14,12,0,3,1,0,0,0,4,7,109,75,9,3,0,41,27,26,3,12,0.376146789,0.247706422,0.23853211,0.027522936,0.110091743,0.72737985,0.694090732,4.796075849,0.347424042,8.267345729
23,MIDDLESEX,4130,PISCATAWAY TWP,050,Piscataway Township High School,55,TOTAL,219.5,178,393.5,402,182.5,158,339,275,0,0,1,1,6,14,2169.5,544,194.5,35,0,397.5,795.5,340.5,614,22,0.183221941,0.366674349,0.156948606,0.283014519,0.010140585,0.727146728,0.7431717,-2.156294666,0.166793287,9.849709195
23,MIDDLESEX,4130,PISCATAWAY TWP,105,Martin Luther King Elementary School,55,TOTAL,55,44,64,62,42,35,117,97,0,0,1,2,6,8,533,112,22,20,0,99,126,77,214,17,0.185741088,0.236397749,0.144465291,0.401500938,0.031894934,0.726525842,0.7431717,-2.239840038,0.166793287,11.36005034
23,MIDDLESEX,5850,WOODBRIDGE TWP,100,AVENEL STREET ELEMENTARY SCHOOL,55,TOTAL,83,91,21,30,60,68,60,48,0,0,0,0,4,7,472,153,34,1,0,174,51,128,108,11,0.368644068,0.108050847,0.271186441,0.228813559,0.023305085,0.725985708,0.723495939,0.344130299,0.352131244,4.689394794
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,030,County Prep High School,55,TOTAL,62,91,29,66,113,186,94,119,2,2,7,11,0,0,782,327,89,0,0,153,95,299,213,22,0.195652174,0.121483376,0.382352941,0.272378517,0.028132992,0.725786723,0.707394488,2.59999696,0.260924905,-25.01590668
23,MIDDLESEX,1290,EDISON TWP,057,Herbert Hoover Middle School,55,TOTAL,136,120.5,57,52,80.5,70,147,142,0,0,3,1,6,4,819,179,63,0,0,256.5,109,150.5,289,14,0.313186813,0.133089133,0.183760684,0.352869353,0.017094017,0.725624328,0.568461632,27.64701905,0.175538467,78.41491905
23,MIDDLESEX,1290,EDISON TWP,050,Edison High School,55,TOTAL,287.5,298,143.5,136,183.5,179,362,329,0,2,2,5,3,5,1935.5,504.5,174.5,53,0,585.5,279.5,362.5,691,17,0.302505812,0.14440713,0.187290106,0.357013692,0.00878326,0.725023309,0.568461632,27.54129172,0.175538467,72.33021241
23,MIDDLESEX,2150,HIGHLAND PARK BORO,085,BARTLE ELEMENTARY SCHOOL,55,TOTAL,93,87,20,21,44,45,59,68,1,1,1,0,8,14,462,124,49,24,0,180,41,89,127,25,0.38961039,0.088744589,0.192640693,0.274891775,0.054112554,0.724724049,0.729839479,-0.700897949,0.385856079,0.972982002
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,031,Center for Lifelong Learning,55,TOTAL,44,15,36,8,52,12,19,4,1,0,0,0,0,0,191,19,3,0,0,59,44,64,23,1,0.308900524,0.230366492,0.335078534,0.120418848,0.005235602,0.724706011,0.73347511,-1.195555009,0.286931818,7.656420092
21,MERCER,2580,LAWRENCE TWP,100,Slackwood Elementary School,55,TOTAL,50,61,17,14,27,40,15,21,0,0,0,0,9,12,266,84,26,38,0,111,31,67,36,21,0.417293233,0.116541353,0.251879699,0.135338346,0.078947368,0.724291933,0.716898155,1.031356736,0.446016571,-6.439971034
17,HUDSON,2390,JERSEY CITY,360,Joseph H. Brensinger School,55,TOTAL,186,191,155,152,213,249,65,61,1,4,6,3,6,8,1300,939,39,286,0,377,307,462,126,28,0.29,0.236153846,0.355384615,0.096923077,0.021538462,0.723975148,0.715250518,1.219800554,0.121507567,138.6682635
07,CAMDEN,5400,VOORHEES TWP,090,Osage School,55,TOTAL,112,129,46,49,27,28,93,101,0,0,1,1,24,19,630,75,17,31,0,241,95,55,194,45,0.382539683,0.150793651,0.087301587,0.307936508,0.071428571,0.723376165,0.611900338,18.21797122,0.570945946,-32.99896685
39,UNION,5290,UNION TWP,140,WASHINGTON,55,TOTAL,115,117,35,53,96,83,43,37,0,0,0,0,14,10,603,76,29,49,0,232,88,179,80,24,0.384742952,0.145936982,0.296849088,0.132669983,0.039800995,0.723370434,0.70345187,2.831545983,0.222972507,72.55174478
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,080,Roosevelt Elementary School,55,TOTAL,55,47,27,44,33,31,68,85,0,1,0,1,1,1,394,86,22,3,0,102,71,64,153,4,0.258883249,0.180203046,0.162436548,0.388324873,0.010152284,0.723221418,0.69317547,4.334537064,0.455705174,-43.19062769
23,MIDDLESEX,1290,EDISON TWP,060,Thomas Jefferson Middle School,55,TOTAL,114,93,50,46,66,74,151,132,1,0,1,0,6,7,741,211,53,27,0,207,96,140,283,15,0.279352227,0.129554656,0.188933873,0.381916329,0.020242915,0.723212058,0.568461632,27.22266847,0.175538467,59.1401771
23,MIDDLESEX,5850,WOODBRIDGE TWP,280,ROSS STREET ELEMENTARY SCHOOL,55,TOTAL,65,50,35,36,87,85,35,26,0,0,0,0,7,6,432,208,40,0,0,115,71,172,61,13,0.266203704,0.164351852,0.398148148,0.141203704,0.030092593,0.722758059,0.723495939,-0.101988189,0.352131244,-24.40213456
21,MERCER,1950,HAMILTON TWP,160,KLOCKNER ELEMENTARY SCHOOL,55,TOTAL,30,23,33,41,45,40,7,13,0,0,0,0,4,4,240,110,21,7,0,53,74,85,20,8,0.220833333,0.308333333,0.354166667,0.083333333,0.033333333,0.722673611,0.652881187,10.68991201,0.499241077,-55.76619325
03,BERGEN,5150,TEANECK TWP,080,William Cullen Bryant School,55,TOTAL,31,16,35,34,68,51,25,18,3,0,2,1,2,2,288,0,21,26,0,47,69,119,43,10,0.163194444,0.239583333,0.413194444,0.149305556,0.034722222,0.721739969,0.707696263,1.984425576,0.122994652,32.68417874
80,CHARTERS,6915,Jersey City Golden Door Charter School,950,Jersey City Golden Door Charter School,55,TOTAL,26,24,69,72,84,84,87,99,1,1,3,0,0,3,553,246,56,16,0,50,141,168,186,8,0.090415913,0.254972875,0.303797468,0.336347197,0.014466546,0.721182176,0.721182176,0,0.090415913,0
17,HUDSON,2390,JERSEY CITY,140,Martin Luther King Jr. School,55,TOTAL,164,143,42,33,120,121,116,110,4,1,2,3,4,3,866,696,45,182,0,307,75,241,226,17,0.354503464,0.086605081,0.278290993,0.260969977,0.019630485,0.720890292,0.715250518,0.788503321,0.121507567,191.7542283
23,MIDDLESEX,4660,SAYREVILLE BORO,055,Sayreville Middle School,55,TOTAL,302.5,269.5,104,126,152.5,140.5,124,127,0,0,2,2,13,14,1377,417.5,124,18,0,572,230,293,251,31,0.415395788,0.167029775,0.212781409,0.18228032,0.022512709,0.720538529,0.722688271,-0.29746465,0.414915534,0.115747502
23,MIDDLESEX,5850,WOODBRIDGE TWP,230,MENLO PARK TERRACE ELEMENTARY SCHOOL,55,TOTAL,44,52,23,20,64,71,43,55,0,0,0,0,1,0,373,120,32,0,0,96,43,135,98,1,0.257372654,0.115281501,0.361930295,0.262734584,0.002680965,0.720439305,0.723495939,-0.422481274,0.352131244,-26.91002039
35,SOMERSET,1610,FRANKLIN TWP,080,Franklin Park School,55,TOTAL,81,40,138,87,72,43,175,151,3,4,0,1,9,10,814,154,37,78,0,121,225,115,326,27,0.148648649,0.276412776,0.141277641,0.4004914,0.033169533,0.720046605,0.721764358,-0.237993694,0.136937675,8.552046563
39,UNION,5290,UNION TWP,070,KAWAMEEH MIDDLE SCHOOL,55,TOTAL,120,108,113,107,88,64,33,29,0,0,5,0,3,4,674,141,41,5,0,228,220,152,62,12,0.338278932,0.326409496,0.225519288,0.091988131,0.017804154,0.719386452,0.70345187,2.265198589,0.222972507,51.71329223
13,ESSEX,5680,WEST ORANGE TOWN,120,GREGORY ELEMENTARY SCHOOL,55,TOTAL,111,78,77,84,64,49,13,8,0,0,0,0,15,22,521,114,21,15,0,189,161,113,21,37,0.362763916,0.309021113,0.216890595,0.040307102,0.071017274,0.719198647,0.704778512,2.046052122,0.215744967,68.1447868
23,MIDDLESEX,4130,PISCATAWAY TWP,057,Theodore Schor Middle School,55,TOTAL,23,40,102,94,60,56,108,91,0,0,2,1,5,1,583,179,55,9,0,63,196,116,199,9,0.10806175,0.33619211,0.19897084,0.341337907,0.015437393,0.718958248,0.7431717,-3.258123447,0.166793287,-35.21217093
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,55,TOTAL,108,94,24,25,59,58,57,54,0,0,0,0,7,11,497,128,34,13,0,202,49,117,111,18,0.406438632,0.098591549,0.235412475,0.22334004,0.036217304,0.718475845,0.729839479,-1.557004609,0.385856079,5.334256342
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,100,Bright Beginnings Learning Center,55,TOTAL,21,9,34,7,46,22,16,5,0,0,1,0,3,1,165,50,5,6,0,30,41,68,21,5,0.181818182,0.248484848,0.412121212,0.127272727,0.03030303,0.718236915,0.73347511,-2.077534051,0.286931818,-36.63366337
03,BERGEN,5150,TEANECK TWP,130,James Russell Lowell Elementary School,55,TOTAL,31,17,44,60,52,55,22,13,0,1,2,0,4,2,303,1,28,8,0,48,104,107,35,9,0.158415842,0.343234323,0.353135314,0.115511551,0.02970297,0.718164886,0.707696263,1.47925358,0.122994652,28.79896685
21,MERCER,3105,MERCER COUNTY VOCATIONAL,301,Health Science Academy,55,TOTAL,11,18,5,16,7,17,18,36,0,1,0,0,0,1,130,23,4,0,0,29,21,24,54,2,0.223076923,0.161538462,0.184615385,0.415384615,0.015384615,0.717278107,0.726988348,-1.335680521,0.340369393,-34.46034586
21,MERCER,2580,LAWRENCE TWP,085,Lawrence Intermediate School,55,TOTAL,221,178,76,64,73,86,91,82,0,0,1,0,26,15,913,186,60,15,0,399,140,159,173,42,0.437020811,0.153340635,0.17415115,0.189485214,0.046002191,0.71714999,0.716898155,0.035128359,0.446016571,-2.016911732
35,SOMERSET,4820,SOMERVILLE BORO,090,VAN DERVEER ELEMENTARY SCHOOL,55,TOTAL,159,154,49,49,165,154,62,49,0,0,2,0,23,20,886,280,57,43,0,313,98,319,111,45,0.353273138,0.110609481,0.360045147,0.125282167,0.050790068,0.715055873,0.645429978,10.78752106,0.512225705,-31.03174362
21,MERCER,4255,PRINCETON REGIONAL,070,Johnson Park School,55,TOTAL,94,52,15,14,48,40,36,21,0,0,0,0,13,11,344,71,18,15,0,146,29,88,57,24,0.424418605,0.084302326,0.255813953,0.165697674,0.069767442,0.714997972,0.608873519,17.42963839,0.579697868,-26.78624022
13,ESSEX,5680,WEST ORANGE TOWN,150,PLEASANTDALE ELEMENTARY SCHOOL,55,TOTAL,45,34,74,62,95,61,14,7,0,0,0,1,16,11,420,155,24,16,0,79,136,156,21,28,0.188095238,0.323809524,0.371428571,0.05,0.066666667,0.714863946,0.704778512,1.431007598,0.215744967,-12.81593248
