COUNTY_ID	COUNTY_NAME	DIST_ID	LEA_NAME	SCHOOL_ID	FULL_ID	SCHOOL_NAME	PRGCODE	GRADE_LEVEL	ROW_TOTAL	FREE_LUNCH	REDUCED_PRICE_LUNCH	LEP	MIGRANT	White_total	Black_total	Hispanic_total	Asian_total	Other_total	White_pcnt	black_pnct	Hispanic_pnct	Asian_pnct	Other_pnct	Diversity_index	Address_1	Address_2	City	State	Zip	Concatenate	Concatenate sans zip
13	ESSEX	3570	NEWARK CITY	640	3570640	SOUTH STREET ELEMENTARY SCHOOL	55	TOTAL	368	293	17	85	0	50	71	246	0	1	0.135869565	0.192934783	0.668478261	0	0.002717391	0.497445061	104 Oliver Street	 	NEWARK	NJ	07105	104 Oliver Street, Newark, NJ 7105	104 Oliver Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	415	3570415	Dr. E. ALMA FLAGG SCHOOL	55	TOTAL	498	411	6	69	0	4	192	301	1	0	0.008032129	0.385542169	0.604417671	0.002008032	0	0.485967968	150 THIRD ST	 	NEWARK	NJ	07104-2002	150 Third St, Newark, NJ 07104-2002	150 Third St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	290	3570290	BRUCE STREET SCHOOL FOR THE DEAF	55	TOTAL	51	34	1	3	0	0	30	21	0	0	0	0.588235294	0.411764706	0	0	0.484429066	333 CLINTON PL	 	NEWARK	NJ	07112-1563	333 Clinton Pl, Newark, NJ 07112-1563	333 Clinton Pl, Newark, NJ
13	ESSEX	3570	NEWARK CITY	477	3570477	JOHN F KENNEDY SCHOOL	55	TOTAL	181	139	8	7	0	7	119	53	0	2	0.038674033	0.657458564	0.29281768	0	0.011049724	0.480388267	311 S TENTH ST	 	NEWARK	NJ	07103-2114	311 S Tenth St, Newark, NJ 07103-2114	311 S Tenth St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	420	3570420	FOURTEENTH AVENUE SCHOOL	55	TOTAL	248	229	7	2	0	4	159	84	1	0	0.016129032	0.641129032	0.338709677	0.004032258	0	0.473952914	186  14TH AVE	 	NEWARK	NJ	07103-2128	186  14Th Ave, Newark, NJ 07103-2128	186  14Th Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	20	357020	BARRINGER ARTS HIGH SCHOOL	55	TOTAL	610.5	423	12	109.5	0	7	208	394.5	1	0	0.011466011	0.340704341	0.646191646	0.001638002	0	0.466222756	90 PARKER ST	 	NEWARK	NJ	07104-1028	90 Parker St, Newark, NJ 07104-1028	90 Parker St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	312	3570312	Barringer Academy of S.T.E.A.M.	55	TOTAL	705.5	488.5	38	240	0	6	213.5	481	2	3	0.008504607	0.302622254	0.681785967	0.002834869	0.004252303	0.443489219	90 Parker Street	 	Newark	NJ	07104	90 Parker Street, Newark, NJ 7104	90 Parker Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	310	3570310	CAMDEN STREET ELEMENTARY SCHOOL	55	TOTAL	593	503	8	47	0	8	415	166	1	3	0.013490725	0.699831366	0.279932546	0.001686341	0.005059022	0.431663392	281 CAMDEN ST	 	NEWARK	NJ	07103-2635	281 Camden St, Newark, NJ 07103-2635	281 Camden St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	304	3570304	BARD EARLY COLLEGE HIGH SCHOOL	55	TOTAL	303	190	19	4	0	9	217	71	5	1	0.02970297	0.716171617	0.234323432	0.01650165	0.00330033	0.431025281	321 BERGEN STREET	 	NEWARK	NJ	07103	321 Bergen Street, Newark, NJ 7103	321 Bergen Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	4	35704	N J REGIONAL DAY SCHOOL - NEWARK	55	TOTAL	133	89	15	0	0	6	98	29	0	0	0.045112782	0.736842105	0.218045113	0	0	0.407484878	334 LYONS AVE	 	NEWARK	NJ	07112-1441	334 Lyons Ave, Newark, NJ 07112-1441	334 Lyons Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	301	3570301	LUIS MUNOZ MARIN ELEMENTARY SCHOOL	55	TOTAL	931	767	31	148	0	5	239	681	4	2	0.005370569	0.256713212	0.731471536	0.004296455	0.002148228	0.398995802	663 Broadway	 	Newark	NJ	07104	663 Broadway, Newark, NJ 7104	663 Broadway, Newark, NJ
13	ESSEX	3570	NEWARK CITY	3	35703	NEWARK INNOVATION ACADEMY	55	TOTAL	105	27	0	0	0	3	78	24	0	0	0.028571429	0.742857143	0.228571429	0	0	0.395102041	190 Muhammad Ali Avenue	 	NEWARK	NJ	07108	190 Muhammad Ali Avenue, Newark, NJ 7108	190 Muhammad Ali Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	440	3570440	DR WILLIAM H HORTON ELEMENTARY SCHOOL	55	TOTAL	809	668	26	155	0	4	201	599	2	3	0.004944376	0.248454883	0.740420272	0.002472188	0.003708282	0.390003682	291 N 7TH ST	 	NEWARK	NJ	07107-1799	291 N 7Th St, Newark, NJ 07107-1799	291 N 7Th St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	270	3570270	BRANCH BROOK SCHOOL	55	TOTAL	175	131	9	0	0	3	34	133	2	3	0.017142857	0.194285714	0.76	0.011428571	0.017142857	0.383934694	228 RIDGE ST	 	NEWARK	NJ	07104-1204	228 Ridge St, Newark, NJ 07104-1204	228 Ridge St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	605	3570605	QUITMAN COMMUNITY SCHOOL	55	TOTAL	620	544	18	7	0	6	465	146	1	2	0.009677419	0.75	0.235483871	0.001612903	0.003225806	0.381940687	21 QUITMAN ST	 	NEWARK	NJ	07103-4105	21 Quitman St, Newark, NJ 07103-4105	21 Quitman St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	575	3570575	RAFAEL HERNANDEZ SCHOOL	55	TOTAL	714	616	26	57	0	12	148	552	2	0	0.016806723	0.207282913	0.773109244	0.00280112	0	0.359045579	345 BROADWAY	 	NEWARK	NJ	07104	345 Broadway, Newark, NJ 7104	345 Broadway, Newark, NJ
13	ESSEX	3570	NEWARK CITY	410	3570410	FIRST AVENUE SCHOOL	55	TOTAL	1108	829	71	101	0	26	136	887	29	30	0.023465704	0.122743682	0.800541516	0.026173285	0.027075812	0.342098489	214 FIRST AVE	 	NEWARK	NJ	07107-1802	214 First Ave, Newark, NJ 07107-1802	214 First Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	480	3570480	LAFAYETTE STREET SCHOOL	55	TOTAL	1115	891	62	124	0	208	16	881	5	5	0.186547085	0.014349776	0.790134529	0.004484305	0.004484305	0.340641477	205 LAFAYETTE ST	 	NEWARK	NJ	07105-1843	205 Lafayette St, Newark, NJ 07105-1843	205 Lafayette St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	87	357087	American History High School	55	TOTAL	445	278	10	0	0	2	351	87	5	0	0.004494382	0.788764045	0.195505618	0.011235955	0	0.339482389	74 Montgomery St	 	NEWARK	NJ	07103	74 Montgomery St, Newark, NJ 7103	74 Montgomery St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	390	3570390	ELLIOTT STREET ELEMENTARY SCHOOL	55	TOTAL	446	313	23	85	0	9	74	355	4	4	0.020179372	0.165919283	0.795964126	0.00896861	0.00896861	0.338343824	721 Summer Avenue	 	NEWARK	NJ	07104	721 Summer Avenue, Newark, NJ 7104	721 Summer Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	581	3570581	PARK ELEMENTARY SCHOOL	55	TOTAL	877	646	88	94	0	23	149	699	5	1	0.02622577	0.169897377	0.797035348	0.005701254	0.001140251	0.33514794	120 MANCHESTER PLACE	 	Newark	NJ	07104	120 Manchester Place, Newark, NJ 7104	120 Manchester Place, Newark, NJ
13	ESSEX	3570	NEWARK CITY	314	3570314	EARLY CHILDHOOD ACADEMY - BERLINER	55	TOTAL	217	111	9	0	0	4	173	40	0	0	0.01843318	0.797235023	0.184331797	0	0	0.330098324	70 Montgomery Street	 	Newark	NJ	07103	70 Montgomery Street, Newark, NJ 7103	70 Montgomery Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	57	357057	UNIVERSITY HIGH SCHOOL	55	TOTAL	536	330	20	1	0	5	435	95	1	0	0.009328358	0.811567164	0.177238806	0.001865672	0	0.309854645	55 CLINTON PL	 	NEWARK	NJ	07108-1221	55 Clinton Pl, Newark, NJ 07108-1221	55 Clinton Pl, Newark, NJ
13	ESSEX	3570	NEWARK CITY	430	3570430	BENJAMIN FRANKLIN ELEMENTARY SCHOOL	55	TOTAL	568	481	14	162	0	6	97	463	1	1	0.01056338	0.170774648	0.815140845	0.001760563	0.001760563	0.306263638	42 PARK AVE	 	NEWARK	NJ	07104-1044	42 Park Ave, Newark, NJ 07104-1044	42 Park Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	170	3570170	ABINGTON AVENUE SCHOOL	55	TOTAL	801	694	32	104	0	33	70	667	26	5	0.041198502	0.087390762	0.832709114	0.032459426	0.006242197	0.296168491	209 ABINGTON AVE	 	NEWARK	NJ	07107-2507	209 Abington Ave, Newark, NJ 07107-2507	209 Abington Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	2	35702	FAST TRACK SUCCESS ACADEMY	55	TOTAL	213	109	1	1	0	2	177	33	0	1	0.009389671	0.830985915	0.154929577	0	0.004694836	0.285349027	190 MUHAMMAD ALI AVENUE	 	NEWARK	NJ	07108	190 Muhammad Ali Avenue, Newark, NJ 7108	190 Muhammad Ali Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	715	3570715	THIRTEENTH AVENUE SCHOOL MARTIN LUTHER KING	55	TOTAL	711	613	17	11	0	2	593	115	0	1	0.00281294	0.834036568	0.161744023	0	0.00140647	0.278211983	359 THIRTEENTH AVE	 	NEWARK	NJ	07103-2125	359 Thirteenth Ave, Newark, NJ 07103-2125	359 Thirteenth Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	495	3570495	LOUISE A SPENCER ELEMENTARY SCHOOL	55	TOTAL	372	300	6	1	0	1	313	56	0	2	0.002688172	0.841397849	0.150537634	0	0.005376344	0.269351948	66 MUHAMMAD ALI AVENUE	 	NEWARK	NJ	07108-2914	66 Muhammad Ali Avenue, Newark, NJ 07108-2914	66 Muhammad Ali Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	308	3570308	Early Childhood Academy - West	55	TOTAL	73	50	2	0	0	2	62	8	0	1	0.02739726	0.849315068	0.109589041	0	0.01369863	0.265715894	26 Speedway Avenue	 	Newark	NJ	07106	26 Speedway Avenue, Newark, NJ 7106	26 Speedway Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	350	3570350	CLEVELAND Eighteenth Avenue School	55	TOTAL	414	347	11	7	0	2	352	57	2	1	0.004830918	0.850241546	0.137681159	0.004830918	0.002415459	0.258080702	388 BERGEN ST	 	NEWARK	NJ	07103-2232	388 Bergen St, Newark, NJ 07103-2232	388 Bergen St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	302	3570302	NEWARK LEADERSHIP ACADEMY	55	TOTAL	92	51	1	0	0	0	78	14	0	0	0	0.847826087	0.152173913	0	0	0.258034026	301 West Kinney Street	 	Newark	NJ	07103	301 West Kinney Street, Newark, NJ 7103	301 West Kinney Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	615	3570615	ROBERTO CLEMENTE ELEMENTARY SCHOOL	55	TOTAL	516	417	23	164	0	1	73	440	2	0	0.001937984	0.141472868	0.852713178	0.003875969	0	0.252846884	257 SUMMER AVE	 	NEWARK	NJ	07104-2717	257 Summer Ave, Newark, NJ 07104-2717	257 Summer Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	30	357030	CENTRAL HIGH SCHOOL	55	TOTAL	834	647	40	54	0	0	724	108	1	1	0	0.868105516	0.129496403	0.001199041	0.001199041	0.22962062	250 18TH AVENUE	 	NEWARK	NJ	07103	250 18Th Avenue, Newark, NJ 7103	250 18Th Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	670	3570670	SOUTH SEVENTEENTH STREET SCHOOL	55	TOTAL	490	463	14	9	0	3	426	60	1	0	0.006122449	0.869387755	0.12244898	0.002040816	0	0.229129529	619 S SEVENTEENTH ST	 	NEWARK	NJ	07103-1159	619 S Seventeenth St, Newark, NJ 07103-1159	619 S Seventeenth St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	307	3570307	Eagle Academy for Young Men of Newark	55	TOTAL	188	120	9	0	0	3	164	20	1	0	0.015957447	0.872340426	0.106382979	0.005319149	0	0.22742191	279 Chancellor Avenue	 	Newark	NJ	07112	279 Chancellor Avenue, Newark, NJ 7112	279 Chancellor Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	470	3570470	HAWTHORNE AVENUE SCHOOL	55	TOTAL	351	297	5	3	0	2	307	41	0	1	0.005698006	0.874643875	0.116809117	0	0.002849003	0.221313139	428 HAWTHORNE AVE	 	NEWARK	NJ	07112	428 Hawthorne Ave, Newark, NJ 7112	428 Hawthorne Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	311	3570311	GIRLS ACADEMY OF NEWARK	55	TOTAL	116	79	2	1	0	0	102	13	0	1	0	0.879310345	0.112068966	0	0.00862069	0.214179548	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
13	ESSEX	3570	NEWARK CITY	610	3570610	RIDGE STREET SCHOOL	55	TOTAL	675	513	55	113	0	11	64	595	3	2	0.016296296	0.094814815	0.881481481	0.004444444	0.002962963	0.213706447	735 RIDGE ST	 	NEWARK	NJ	07104-2323	735 Ridge St, Newark, NJ 07104-2323	735 Ridge St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	370	3570370	PESHINE AVENUE SCHOOL	55	TOTAL	703	610	20	24	0	6	625	66	1	5	0.008534851	0.889046942	0.093883357	0.001422475	0.007112376	0.200655998	433 Peshine Avenue	 	NEWARK	NJ	07112	433 Peshine Avenue, Newark, NJ 7112	433 Peshine Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	225	3570225	BELMONT RUNYON ELEMENTARY SCHOOL	55	TOTAL	518	451	18	3	0	1	460	57	0	0	0.001930502	0.888030888	0.11003861	0	0	0.199288919	1 BELMONT RUNYON WAY	 	NEWARK	NJ	07108-2406	1 Belmont Runyon Way, Newark, NJ 07108-2406	1 Belmont Runyon Way, Newark, NJ
13	ESSEX	3570	NEWARK CITY	309	3570309	Newark Early College High School	55	TOTAL	469	302	13	4	0	1	417	50	1	0	0.002132196	0.8891258	0.106609808	0.002132196	0	0.198080569	403 South Orange Avenue	 	Newark	NJ	07103	403 South Orange Avenue, Newark, NJ 7103	403 South Orange Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	45	357045	NEWARK VOCATIONAL HIGH SCHOOL	55	TOTAL	311.5	237	4	3	0	2	278.5	31	0	0	0.006420546	0.894060995	0.099518459	0	0	0.19070979	403 South Orange Avenue	 	NEWARK	NJ	07103	403 South Orange Avenue, Newark, NJ 7103	403 South Orange Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	330	3570330	CHANCELLOR AVENUE SCHOOL	55	TOTAL	540	434	38	3	0	1	484	55	0	0	0.001851852	0.896296296	0.101851852	0	0	0.18627572	321 CHANCELLOR AVE	 	NEWARK	NJ	07112-1201	321 Chancellor Ave, Newark, NJ 07112-1201	321 Chancellor Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	690	3570690	SPEEDWAY AVENUE SCHOOL	55	TOTAL	526	388	8	0	0	2	478	45	0	1	0.003802281	0.908745247	0.085551331	0	0.001901141	0.166844974	701 SOUTH ORANGE AVENUE	 	NEWARK	NJ	07106-2209	701 South Orange Avenue, Newark, NJ 07106-2209	701 South Orange Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	50	357050	MALCOLM X SHABAZZ HIGH SCHOOL	55	TOTAL	562	377	6	1	0	4	513	43	0	2	0.007117438	0.912811388	0.076512456	0	0.003558719	0.160857892	80 JOHNSON AVE	 	NEWARK	NJ	07108	80 Johnson Ave, Newark, NJ 7108	80 Johnson Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	455	3570455	HARRIET TUBMAN ELEMENTARY SCHOOL	55	TOTAL	338	218	7	4	0	1	312	24	1	0	0.00295858	0.923076923	0.071005917	0.00295858	0	0.142869647	504 S TENTH ST	 	NEWARK	NJ	07103-1802	504 S Tenth St, Newark, NJ 07103-1802	504 S Tenth St, Newark, NJ
13	ESSEX	3570	NEWARK CITY	565	3570565	IVY HILL ELEMENTARY SCHOOL	55	TOTAL	553	410	15	51	0	1	511	38	0	3	0.001808318	0.924050633	0.068716094	0	0.005424955	0.141375826	107 IVY STREET	 	NEWARK	NJ	07106	107 Ivy Street, Newark, NJ 7106	107 Ivy Street, Newark, NJ
13	ESSEX	3570	NEWARK CITY	220	3570220	AVON AVENUE SCHOOL	55	TOTAL	576	506	9	4	0	2	533	40	0	1	0.003472222	0.925347222	0.069444444	0	0.001736111	0.138894917	219 AVON AVE	 	NEWARK	NJ	07108-2801	219 Avon Ave, Newark, NJ 07108-2801	219 Avon Ave, Newark, NJ
13	ESSEX	3570	NEWARK CITY	435	3570435	GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL	55	TOTAL	505	389	5	0	0	1	480	22	0	2	0.001980198	0.95049505	0.043564356	0	0.003960396	0.094641702	333 CLINTON PL	 	NEWARK	NJ	07112-1563	333 Clinton Pl, Newark, NJ 07112-1563	333 Clinton Pl, Newark, NJ
13	ESSEX	3570	NEWARK CITY	490	3570490	LINCOLN	55	TOTAL	415	295	12	2	0	0	404	10	0	1	0	0.973493976	0.024096386	0	0.002409639	0.051723037	87 RICHELIEU TER	 	NEWARK	NJ	07106-2419	87 Richelieu Ter, Newark, NJ 07106-2419	87 Richelieu Ter, Newark, NJ
13	ESSEX	3570	NEWARK CITY	306	3570306	EARLY CHILDHOOD ACADEMY - SOUTH	55	TOTAL	81	53	6	0	0	0	79	2	0	0	0	0.975308642	0.024691358	0	0	0.04816339	255 Chancellor Avenue	 	NEWARK	NJ	07112	255 Chancellor Avenue, Newark, NJ 7112	255 Chancellor Avenue, Newark, NJ
13	ESSEX	3570	NEWARK CITY	70	357070	WEEQUAHIC HIGH SCHOOL	55	TOTAL	336	219	6	0	0	0	329	7	0	0	0	0.979166667	0.020833333	0	0	0.040798611	279 CHANCELLOR AVE	 	NEWARK	NJ	07112-1201	279 Chancellor Ave, Newark, NJ 07112-1201	279 Chancellor Ave, Newark, NJ
37	SUSSEX	3590	NEWTON TOWN	70	359070	Merriam Avenue School	55	TOTAL	475	220	39	11	0	298	32	109	21	15	0.627368421	0.067368421	0.229473684	0.044210526	0.031578947	0.546260388	81 MERRIAM AVENUE	 	NEWTON	NJ	07860	81 Merriam Avenue, Newton, NJ 7860	81 Merriam Avenue, Newton, NJ
37	SUSSEX	3590	NEWTON TOWN	60	359060	Halsted Middle School	55	TOTAL	316	117	32	2	0	211	32	57	8	8	0.667721519	0.101265823	0.180379747	0.025316456	0.025316456	0.510074507	59 HALSTED STREET	 	NEWTON	NJ	07860	59 Halsted Street, Newton, NJ 7860	59 Halsted Street, Newton, NJ
37	SUSSEX	3590	NEWTON TOWN	50	359050	Newton High School	55	TOTAL	759	126.5	28	14	0	627	30	77	15	10	0.826086957	0.039525692	0.101449275	0.019762846	0.013175231	0.305161948	44 RYERSON AVENUE	 	NEWTON	NJ	07860	44 Ryerson Avenue, Newton, NJ 7860	44 Ryerson Avenue, Newton, NJ
3	BERGEN	3600	NORTH ARLINGTON BORO	60	360060	Jefferson Elementary School	55	TOTAL	318	59	13	19	0	162	3	122	16	15	0.509433962	0.009433962	0.383647799	0.050314465	0.047169811	0.588445868	100 Prospect Avenue	 	North Arlington	NJ	07031	100 Prospect Avenue, North Arlington, NJ 7031	100 Prospect Avenue, North Arlington, NJ
3	BERGEN	3600	NORTH ARLINGTON BORO	80	360080	Washington Elementary School	55	TOTAL	329	68	20	20	0	198	3	106	16	6	0.601823708	0.009118541	0.32218845	0.048632219	0.018237082	0.531221995	175 Albert Street	 	North Arlington	NJ	07031	175 Albert Street, North Arlington, NJ 7031	175 Albert Street, North Arlington, NJ
3	BERGEN	3600	NORTH ARLINGTON BORO	50	360050	North Arlington High School	55	TOTAL	481.5	54	32	11	0	289.5	9	167	16	0	0.601246106	0.018691589	0.346832814	0.033229491	0	0.516756545	222 Ridge Road	 	North Arlington	NJ	07031	222 Ridge Road, North Arlington, NJ 7031	222 Ridge Road, North Arlington, NJ
3	BERGEN	3600	NORTH ARLINGTON BORO	90	360090	North Arlington Middle School	55	TOTAL	399	64	36	12	0	248	6	125	18	2	0.621553885	0.015037594	0.313283208	0.045112782	0.005012531	0.513237982	45 Beech Street	 	North Arlington	NJ	07031	45 Beech Street, North Arlington, NJ 7031	45 Beech Street, North Arlington, NJ
3	BERGEN	3600	NORTH ARLINGTON BORO	70	360070	Roosevelt Elementary School	55	TOTAL	240	31	11	17	0	161	5	60	8	6	0.670833333	0.020833333	0.25	0.033333333	0.025	0.4853125	50 Webster Street	 	North Arlington	NJ	07031	50 Webster Street, North Arlington, NJ 7031	50 Webster Street, North Arlington, NJ
17	HUDSON	3610	NORTH BERGEN TWP	80	361080	John F Kennedy Elementary School	55	TOTAL	552	362	38	53	0	50	11	441	46	4	0.09057971	0.019927536	0.798913043	0.083333333	0.007246377	0.346139204	1210 ELEVENTH ST	 	N BERGEN	NJ	07047-1810	1210 Eleventh St, N Bergen, NJ 07047-1810	1210 Eleventh St, N Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	100	3610100	McKinley Elementary School	55	TOTAL	411	229	34	8	0	36	8	348	17	2	0.087591241	0.01946472	0.846715328	0.04136253	0.00486618	0.273287513	3110 LIBERTY AVE	 	NORTH BERGEN	NJ	07047-2319	3110 Liberty Ave, North Bergen, NJ 07047-2319	3110 Liberty Ave, North Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	70	361070	Horace Mann Elementary School	55	TOTAL	1088	517	70	16	0	130	14	922	19	3	0.119485294	0.012867647	0.847426471	0.017463235	0.002757353	0.267113498	1215  83RD STREET	 	NORTH BERGEN	NJ	07047-4215	1215  83Rd Street, North Bergen, NJ 07047-4215	1215  83Rd Street, North Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	50	361050	North Bergen High School	55	TOTAL	2512	1381	196	240	0	262	37	2139	70	4	0.104299363	0.014729299	0.851512739	0.027866242	0.001592357	0.263051683	7417 KENNEDY BLVD	 	N BERGEN	NJ	07047-5916	7417 Kennedy Blvd, N Bergen, NJ 07047-5916	7417 Kennedy Blvd, N Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	90	361090	Lincoln Elementary School	55	TOTAL	1466	842	85	77	0	177	10	1248	24	7	0.120736698	0.006821282	0.851296044	0.016371078	0.004774898	0.260380354	1206 63RD ST	 	NORTH BERGEN	NJ	07047-3408	1206 63Rd St, North Bergen, NJ 07047-3408	1206 63Rd St, North Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	110	3610110	Robert Fulton Elementary School	55	TOTAL	1221	674	80	229	0	124	14	1050	28	5	0.101556102	0.011466011	0.85995086	0.022932023	0.004095004	0.249496761	7407 HUDSON AVE	 	NORTH BERGEN	NJ	07047-5607	7407 Hudson Ave, North Bergen, NJ 07047-5607	7407 Hudson Ave, North Bergen, NJ
17	HUDSON	3610	NORTH BERGEN TWP	60	361060	Franklin Elementary School	55	TOTAL	616	364	33	29	0	43	6	551	15	1	0.069805195	0.00974026	0.894480519	0.024350649	0.001623377	0.194341373	5211 COLUMBIA AVE	 	NORTH BERGEN	NJ	07047	5211 Columbia Ave, North Bergen, NJ 7047	5211 Columbia Ave, North Bergen, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	55	362055	Arthur M. Judd	55	TOTAL	904	253	35	39	0	242	209	224	188	41	0.267699115	0.23119469	0.247787611	0.207964602	0.045353982	0.76818124	1595 ROOSEVELT AVENUE	 	NORTH BRUNSWICK	NJ	08902	1595 Roosevelt Avenue, North Brunswick, NJ 8902	1595 Roosevelt Avenue, North Brunswick, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	65	362065	Linwood Middle School	55	TOTAL	1328	475	78	44	0	279	290	411	333	15	0.210090361	0.218373494	0.309487952	0.250753012	0.011295181	0.749387611	25 LINWOOD PLACE	 	NORTH BRUNSWICK	NJ	08902	25 Linwood Place, North Brunswick, NJ 8902	25 Linwood Place, North Brunswick, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	60	362060	John Adams	55	TOTAL	642	183	29	26	0	112	125	171	214	20	0.174454829	0.19470405	0.26635514	0.333333333	0.031152648	0.748629186	1420 REDMOND STREET	 	NORTH BRUNSWICK	NJ	08902	1420 Redmond Street, North Brunswick, NJ 8902	1420 Redmond Street, North Brunswick, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	40	362040	North Brunswick Township High School	55	TOTAL	1785.5	603.5	108	44	0	402	390.5	574	402	17	0.225147018	0.218706245	0.321478577	0.225147018	0.009521143	0.747346092	98 RAIDER ROAD	 	NORTH BRUNSWICK	NJ	08902-9607	98 Raider Road, North Brunswick, NJ 08902-9607	98 Raider Road, North Brunswick, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	70	362070	Livingston Park	55	TOTAL	623	186	31	65	0	97	119	168	223	16	0.155698234	0.191011236	0.269662921	0.357945425	0.025682183	0.737770174	1128 LIVINGSTON AVENUE	 	NORTH BRUNSWICK	NJ	08902	1128 Livingston Avenue, North Brunswick, NJ 8902	1128 Livingston Avenue, North Brunswick, NJ
23	MIDDLESEX	3620	NORTH BRUNSWICK TWP	90	362090	Parsons	55	TOTAL	780	340	53	40	0	78	119	358	204	21	0.1	0.152564103	0.458974359	0.261538462	0.026923077	0.686939513	116 HOLLYWOOD STREET	 	NORTH BRUNSWICK	NJ	08902	116 Hollywood Street, North Brunswick, NJ 8902	116 Hollywood Street, North Brunswick, NJ
13	ESSEX	3630	NORTH CALDWELL BORO	60	363060	Grandview Elementary School	55	TOTAL	392	0	0	0	0	362	4	13	12	1	0.923469388	0.010204082	0.033163265	0.030612245	0.00255102	0.145056747	35 HAMILTON DR EAST	 	N CALDWELL	NJ	07006	35 Hamilton Dr East, N Caldwell, NJ 7006	35 Hamilton Dr East, N Caldwell, NJ
13	ESSEX	3630	NORTH CALDWELL BORO	50	363050	Gould/Mountain Elementary School	55	TOTAL	281	0	0	0	0	260	1	7	13	0	0.925266904	0.003558719	0.024911032	0.046263345	0	0.141107635	132 GOULD AVE	 	N CALDWELL	NJ	07006	132 Gould Ave, N Caldwell, NJ 7006	132 Gould Ave, N Caldwell, NJ
31	PASSAIC	3640	NORTH HALEDON BORO	50	364050	HIGH MOUNTAIN MIDDLE SCHOOL	55	TOTAL	295	47	8	2	0	229	8	42	14	2	0.776271186	0.027118644	0.142372881	0.047457627	0.006779661	0.374099397	515 HIGH MOUNTAIN ROAD	 	NORTH HALEDON	NJ	07508-2603	515 High Mountain Road, North Haledon, NJ 07508-2603	515 High Mountain Road, North Haledon, NJ
31	PASSAIC	3640	NORTH HALEDON BORO	60	364060	Memorial Elementary School	55	TOTAL	395	61	11	4	0	327	10	46	6	6	0.827848101	0.025316456	0.116455696	0.015189873	0.015189873	0.300003205	201 Squaw Brook Rd.	 	NORTH HALEDON	NJ	07508-2720	201 Squaw Brook Rd., North Haledon, NJ 07508-2720	201 Squaw Brook Rd., North Haledon, NJ
