COUNTY_ID	COUNTY_NAME	DIST_ID	LEA_NAME	SCHOOL_ID	FULL_ID	SCHOOL_NAME	PRGCODE	GRADE_LEVEL	ROW_TOTAL	FREE_LUNCH	REDUCED_PRICE_LUNCH	LEP	MIGRANT	White_total	Black_total	Hispanic_total	Asian_total	Other_total	White_pcnt	black_pnct	Hispanic_pnct	Asian_pnct	Other_pnct	Diversity_index	Address_1	Address_2	City	State	Zip	Concatenate	Concatenate sans zip
5	BURLINGTON	605	BURLINGTON CO SPEC SERV	11	60511	Burlington County Alternative High School	55	TOTAL	77	20	4	0	0	41	29	4	2	1	0.532467532	0.376623377	0.051948052	0.025974026	0.012987013	0.571091246	1000 Briggs Road	Suite 130 	Mt. Laurel	NJ	08054	1000 Briggs Road, Mt. Laurel, NJ 8054	1000 Briggs Road, Mt. Laurel, NJ
5	BURLINGTON	610	BURLINGTON CO VOCATIONAL	30	61030	BURLINGTON COUNTY INST OF TECH - Westhampton	55	TOTAL	1235	438	139	9	0	293	625	203	30	84	0.237246964	0.506072874	0.16437247	0.024291498	0.068016194	0.655369536	695 WOODLANE RD	 	WESTAMPTON TWP	NJ	08060-9614	695 Woodlane Rd, Westampton Twp, NJ 08060-9614	695 Woodlane Rd, Westampton Twp, NJ
5	BURLINGTON	610	BURLINGTON CO VOCATIONAL	40	61040	BURLINGTON COUNTY INST OF TECH - Medford	55	TOTAL	828	236	87	0	0	464	163	131	13	57	0.560386473	0.196859903	0.15821256	0.015700483	0.06884058	0.617196434	10 HAWKIN RD	 	MEDFORD	NJ	08055-9412	10 Hawkin Rd, Medford, NJ 08055-9412	10 Hawkin Rd, Medford, NJ
5	BURLINGTON	620	BURLINGTON TWP	30	62030	B. Bernice Young Elementary School	55	TOTAL	845	196	38	30	0	344	259	107	85	50	0.407100592	0.306508876	0.126627219	0.100591716	0.059171598	0.710666993	1203 NECK ROAD	 	BURLINGTON	NJ	08016-9741	1203 Neck Road, Burlington, NJ 08016-9741	1203 Neck Road, Burlington, NJ
5	BURLINGTON	620	BURLINGTON TWP	37	62037	Fountain Woods Elementary School	55	TOTAL	890	202	55	38	1	410	270	85	82	43	0.460674157	0.303370787	0.095505618	0.092134831	0.048314607	0.675801035	601 FOUNTAIN AVENUE	 	BURLINGTON	NJ	08016	601 Fountain Avenue, Burlington, NJ 8016	601 Fountain Avenue, Burlington, NJ
5	BURLINGTON	620	BURLINGTON TWP	51	62051	Burlington Township Middle School at Springside	55	TOTAL	948	183	62	8	1	424	317	84	81	42	0.447257384	0.334388186	0.088607595	0.085443038	0.044303797	0.671030729	1600 BURLINGTON BY  PASS	 	BURLINGTON	NJ	08016	1600 Burlington By  Pass, Burlington, NJ 8016	1600 Burlington By  Pass, Burlington, NJ
5	BURLINGTON	620	BURLINGTON TWP	10	62010	Burlington Township High School	55	TOTAL	1243	203	69	18	0	578	432	95	119	19	0.465004023	0.347546259	0.076427997	0.095736122	0.015285599	0.647742564	610 FOUNTAIN AVENUE	 	BURLINGTON	NJ	08016	610 Fountain Avenue, Burlington, NJ 8016	610 Fountain Avenue, Burlington, NJ
27	MORRIS	630	BUTLER BORO	25	63025	Aaron Decker School	55	TOTAL	386	68	20	32	0	304	9	60	9	4	0.787564767	0.023316062	0.155440415	0.023316062	0.010362694	0.354385353	98 DECKER ROAD	 	BUTLER	NJ	07405	98 Decker Road, Butler, NJ 7405	98 Decker Road, Butler, NJ
27	MORRIS	630	BUTLER BORO	30	63030	Richard Butler School	55	TOTAL	270	44	15	7	1	220	3	40	5	2	0.814814815	0.011111111	0.148148148	0.018518519	0.007407407	0.313607682	30 PEARL PLACE	 	BUTLER	NJ	07405	30 Pearl Place, Butler, NJ 7405	30 Pearl Place, Butler, NJ
27	MORRIS	630	BUTLER BORO	20	63020	Butler High School	55	TOTAL	493	69	21	4	1	419	4.5	61.5	7	1	0.84989858	0.009127789	0.12474645	0.014198783	0.002028398	0.26182169	38 BARTHOLDI AVENUE	 	BUTLER	NJ	07405	38 Bartholdi Avenue, Butler, NJ 7405	38 Bartholdi Avenue, Butler, NJ
37	SUSSEX	640	BYRAM TWP	10	64010	Byram Lakes Elementary School	55	TOTAL	458	17	5	0	0	416	12	22	7	1	0.908296943	0.026200873	0.048034934	0.015283843	0.002183406	0.171764459	11 MANSFIELD DRIVE	 	STANHOPE	NJ	07874	11 Mansfield Drive, Stanhope, NJ 7874	11 Mansfield Drive, Stanhope, NJ
37	SUSSEX	640	BYRAM TWP	30	64030	Byram Intermediate School	55	TOTAL	416	25	6	1	0	381	5	17	12	1	0.915865385	0.012019231	0.040865385	0.028846154	0.002403846	0.158538277	12 MANSFIELD DRIVE	 	STANHOPE	NJ	07874	12 Mansfield Drive, Stanhope, NJ 7874	12 Mansfield Drive, Stanhope, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	80	66080	LINCOLN ELEMENTARY SCHOOL	55	TOTAL	237	23	0	12	0	177	4	37	15	4	0.746835443	0.016877637	0.156118143	0.063291139	0.016877637	0.413288469	18 CRANE ST	 	CALDWELL	NJ	07006	18 Crane St, Caldwell, NJ 7006	18 Crane St, Caldwell, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	70	66070	JEFFERSON ELEMENTARY SCHOOL	55	TOTAL	294	21	2	12	0	233	8	41	11	1	0.792517007	0.027210884	0.139455782	0.037414966	0.003401361	0.350316998	85 PROSPECT ST	 	WEST CALDWELL	NJ	07006	85 Prospect St, West Caldwell, NJ 7006	85 Prospect St, West Caldwell, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	110	660110	WASHINGTON ELEMENTARY SCHOOL	55	TOTAL	358	19	0	4	0	292	8	41	17	0	0.815642458	0.022346369	0.11452514	0.047486034	0	0.318857089	201 CENTRAL AVE	 	WEST CALDWELL	NJ	07006	201 Central Ave, West Caldwell, NJ 7006	201 Central Ave, West Caldwell, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	60	66060	GROVER CLEVELAND MIDDLE SCHOOL	55	TOTAL	633	45	11	1	0	531	9	57	30	6	0.838862559	0.014218009	0.090047393	0.047393365	0.009478673	0.285662946	36 ACADEMY RD	 	CALDWELL	NJ	07006	36 Academy Rd, Caldwell, NJ 7006	36 Academy Rd, Caldwell, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	50	66050	JAMES CALDWELL HIGH SCHOOL	55	TOTAL	798	31	9	3	0	672.5	11	69.5	42	3	0.84273183	0.013784461	0.087092732	0.052631579	0.003759398	0.279243692	265 WESTVILLE AVE	 	WEST CALDWELL	NJ	07006	265 Westville Ave, West Caldwell, NJ 7006	265 Westville Ave, West Caldwell, NJ
13	ESSEX	660	CALDWELL-WEST CALDWELL	120	660120	WILSON ELEMENTARY SCHOOL	55	TOTAL	290	12	2	2	0	252	1	20	15	2	0.868965517	0.003448276	0.068965517	0.051724138	0.006896552	0.237407848	71 ORTON RD	 	WEST CALDWELL	NJ	07006	71 Orton Rd, West Caldwell, NJ 7006	71 Orton Rd, West Caldwell, NJ
19	HUNTERDON	670	CALIFON BORO	30	67030	Califon Elementary	55	TOTAL	108	1	0	0	0	105	0	3	0	0	0.972222222	0	0.027777778	0	0	0.054012346	6 SCHOOL STREET	 	CALIFON	NJ	07830-9044	6 School Street, Califon, NJ 07830-9044	6 School Street, Califon, NJ
7	CAMDEN	680	CAMDEN CITY	180	680180	Dr. Henry H. Davis Elementary School	55	TOTAL	435	266	0	19	2	2	124	263	45	1	0.004597701	0.285057471	0.604597701	0.103448276	0.002298851	0.542475888	3425 Cramer Street	 	CAMDEN	NJ	08105	3425 Cramer Street, Camden, NJ 8105	3425 Cramer Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	310	680310	Charles Sumner Elementary School	55	TOTAL	368	222	0	104	0	3	164	201	0	0	0.008152174	0.445652174	0.546195652	0	0	0.502997991	1600 South 8th Street	 	CAMDEN	NJ	08104	1600 South 8Th Street, Camden, NJ 8104	1600 South 8Th Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	303	680303	John Greenleaf Whittier Family School	55	TOTAL	122	83	0	3	0	1	67	54	0	0	0.008196721	0.549180328	0.442622951	0	0	0.502418705	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	CAMDEN	680	CAMDEN CITY	360	680360	Yorkship Elementary School	55	TOTAL	561	360	0	19	0	11	340	204	2	4	0.019607843	0.606060606	0.363636364	0.003565062	0.007130125	0.500011121	1251 Collings Road	 	CAMDEN	NJ	08104	1251 Collings Road, Camden, NJ 8104	1251 Collings Road, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	302	680302	Rafael Cordero Molina Elementary School	55	TOTAL	43	17	0	1	0	0	16	26	0	1	0	0.372093023	0.604651163	0	0.023255814	0.49540292	601 Vine Street	 	CAMDEN	NJ	08102	601 Vine Street, Camden, NJ 8102	601 Vine Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	320	680320	Dr. Ulysses S. Wiggins College Preparatory Lab School	55	TOTAL	457	304	0	34	0	2	185	269	1	0	0.004376368	0.404814004	0.588621444	0.002188184	0	0.489626477	400 Mount Vernon Street	 	CAMDEN	NJ	08103	400 Mount Vernon Street, Camden, NJ 8103	400 Mount Vernon Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	165	680165	Cooper's Poynt Family School	55	TOTAL	437	284	0	20	0	0	167	269	1	0	0	0.38215103	0.615560641	0.00228833	0	0.475040452	201 State Street	 	CAMDEN	NJ	08102	201 State Street, Camden, NJ 8102	201 State Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	304	680304	Francis X. McGraw Elementary	55	TOTAL	42	19	0	0	0	0	16	26	0	0	0	0.380952381	0.619047619	0	0	0.471655329	3051 Fremont St	 	CAMDEN	NJ	08105	3051 Fremont St, Camden, NJ 8105	3051 Fremont St, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	25	68025	Early Childhood Development Center	55	TOTAL	414	168	0	2	0	7	275	132	0	0	0.016908213	0.664251208	0.31884058	0	0	0.45682513	1602 Pine Street	 	CAMDEN	NJ	08103	1602 Pine Street, Camden, NJ 8103	1602 Pine Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	175	680175	Riletta Twyne Cream Family School	55	TOTAL	327	219	0	6	0	2	216	108	1	0	0.006116208	0.660550459	0.330275229	0.003058104	0	0.454544604	1875 Mulford Street	 	CAMDEN	NJ	08104	1875 Mulford Street, Camden, NJ 8104	1875 Mulford Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	40	68040	Woodrow Wilson High School	55	TOTAL	897	517	0	175	0	5	268	617	7	0	0.005574136	0.29877369	0.687848384	0.00780379	0	0.437506913	3100 Federal Street	 	CAMDEN	NJ	08105	3100 Federal Street, Camden, NJ 8105	3100 Federal Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	29	68029	Dr. Charles E. Brimm Medical Arts High School	55	TOTAL	203	101	0	0	0	0	142	57	4	0	0	0.699507389	0.280788177	0.019704433	0	0.431459147	1626 COPEWOOD STREET	 	CAMDEN	NJ	08103	1626 Copewood Street, Camden, NJ 8103	1626 Copewood Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	350	680350	Henry B. Wilson Family School	55	TOTAL	596	422	0	5	0	6	415	174	0	1	0.010067114	0.696308725	0.291946309	0	0.001677852	0.429817351	2250 South 8th Street	 	CAMDEN	NJ	08104	2250 South 8Th Street, Camden, NJ 8104	2250 South 8Th Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	305	680305	Met East High School	55	TOTAL	147	81	0	0	0	0	102	45	0	0	0	0.693877551	0.306122449	0	0	0.42482299	1875 Park Boulevard	 	CAMDEN	NJ	08103	1875 Park Boulevard, Camden, NJ 8103	1875 Park Boulevard, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	30	68030	Camden High School	55	TOTAL	689	412	0	3	0	3	486	197	1	2	0.004354136	0.705370102	0.285921626	0.001451379	0.002902758	0.420672353	1700 Park Boulevard	 	CAMDEN	NJ	08103	1700 Park Boulevard, Camden, NJ 8103	1700 Park Boulevard, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	245	680245	Creative Arts Morgan Village Academy	55	TOTAL	374	223	0	3	0	1	266	105	2	0	0.002673797	0.711229947	0.280748663	0.005347594	0	0.415296405	990 Morgan Boulevard	 	CAMDEN	NJ	08104	990 Morgan Boulevard, Camden, NJ 8104	990 Morgan Boulevard, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	210	680210	Cooper B. Hatch Family School	55	TOTAL	174	121	0	5	0	0	125	49	0	0	0	0.718390805	0.281609195	0	0	0.404610913	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	CAMDEN	680	CAMDEN CITY	190	680190	Thomas H. Dudley Family School	55	TOTAL	571	372	0	163	0	6	148	417	0	0	0.010507881	0.259194396	0.730297723	0	0	0.399373085	2250 Berwick Street	 	Camden	NJ	08105-1160	2250 Berwick Street, Camden, NJ 08105-1160	2250 Berwick Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	170	680170	Alfred Cramer College Preparatory Lab School	55	TOTAL	465	240	0	106	0	2	101	349	12	1	0.004301075	0.217204301	0.750537634	0.025806452	0.002150538	0.388826454	2800 MICKLE STREET	 	CAMDEN	NJ	08105-2274	2800 Mickle Street, Camden, NJ 08105-2274	2800 Mickle Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	205	680205	Forest Hill School	55	TOTAL	325	219	0	10	0	0	247	78	0	0	0	0.76	0.24	0	0	0.3648	1625 Wildwood Avenue	 	CAMDEN	NJ	08103	1625 Wildwood Avenue, Camden, NJ 8103	1625 Wildwood Avenue, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	80	68080	Veterans Memorial Family School	55	TOTAL	551	322	0	109	0	6	103	435	5	2	0.010889292	0.186932849	0.789473684	0.00907441	0.003629764	0.341573315	800 North 26th Street	 	CAMDEN	NJ	08105	800 North 26Th Street, Camden, NJ 8105	800 North 26Th Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	300	680300	Harry C. Sharp Elementary School	55	TOTAL	332	170	0	27	0	5	60	264	2	1	0.015060241	0.180722892	0.795180723	0.006024096	0.003012048	0.334754681	928 North 32nd Street	 	CAMDEN	NJ	08105	928 North 32Nd Street, Camden, NJ 8105	928 North 32Nd Street, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	301	680301	Henry L. Bonsall Family School	55	TOTAL	181	108	0	3	0	1	144	36	0	0	0.005524862	0.79558011	0.198895028	0	0	0.327462532	1575 Mount Ephraim Avenue	 	CAMDEN	NJ	08104	1575 Mount Ephraim Avenue, Camden, NJ 8104	1575 Mount Ephraim Avenue, Camden, NJ
7	CAMDEN	680	CAMDEN CITY	145	680145	Octavio V. Catto Community Family School	55	TOTAL	583	341	0	117	0	2	93	479	9	0	0.003430532	0.159519726	0.82161235	0.015437393	0	0.299256522	3100 WESTFIELD AVE	 	CAMDEN	NJ	08105	3100 Westfield Ave, Camden, NJ 8105	3100 Westfield Ave, Camden, NJ
7	CAMDEN	700	CAMDEN COUNTY VOCATIONAL	40	70040	Camden County Technical School-GTC	55	TOTAL	1317	686	144	1	0	482	389	362	26	58	0.365983295	0.295368261	0.274867122	0.019741838	0.044039484	0.700932667	343 Berlin Cross Keys Road	 	Sicklerville	NJ	08081	343 Berlin Cross Keys Road, Sicklerville, NJ 8081	343 Berlin Cross Keys Road, Sicklerville, NJ
7	CAMDEN	700	CAMDEN COUNTY VOCATIONAL	30	70030	Camden County Technical School-Pennsauken	55	TOTAL	768	574	93	3	0	18	238	476	24	12	0.0234375	0.309895833	0.619791667	0.03125	0.015625	0.518052843	6008 Browning Road	 	Pennsauken	NJ	08109	6008 Browning Road, Pennsauken, NJ 8109	6008 Browning Road, Pennsauken, NJ
9	CAPE MAY	710	CAPE MAY CITY	50	71050	Cape May City Elementary School	55	TOTAL	186	79	24	0	0	124	14	45	0	3	0.666666667	0.075268817	0.241935484	0	0.016129032	0.491097237	921 LAFAYETTE ST	 	CAPE MAY	NJ	08204-1646	921 Lafayette St, Cape May, NJ 08204-1646	921 Lafayette St, Cape May, NJ
9	CAPE MAY	715	CAPE MAY CO SPECIAL SERV	95	71595	Ocean Academy	55	TOTAL	116	46	12	1	0	73	18	24	0	1	0.629310345	0.155172414	0.206896552	0	0.00862069	0.537009512	148 CREST HAVEN ROAD	 	CAPE MAY COURT HOUSE	NJ	08210	148 Crest Haven Road, Cape May Court House, NJ 8210	148 Crest Haven Road, Cape May Court House, NJ
9	CAPE MAY	715	CAPE MAY CO SPECIAL SERV	20	71520	Cape May County High School	55	TOTAL	113	38	8	0	0	81.5	18.5	9	0	4	0.721238938	0.163716814	0.079646018	0	0.03539823	0.445414676	148 CREST HAVEN ROAD	 	CAPE MAY COURT HOUSE	NJ	08210	148 Crest Haven Road, Cape May Court House, NJ 8210	148 Crest Haven Road, Cape May Court House, NJ
9	CAPE MAY	720	CAPE MAY CO VOCATIONAL	30	72030	Cape May County Technical High SChool	55	TOTAL	660	135	52.5	0	0	543	41.5	54.5	12	9	0.822727273	0.062878788	0.082575758	0.018181818	0.013636364	0.311830808	188 CREST HAVEN RD	 	CAPE MAY COURT HOUSE	NJ	08210	188 Crest Haven Rd, Cape May Court House, NJ 8210	188 Crest Haven Rd, Cape May Court House, NJ
3	BERGEN	740	CARLSTADT BORO	50	74050	CARLSTADT PUBLIC SCHOOL	55	TOTAL	561	137	55	40	0	346	25	143	45	2	0.616755793	0.04456328	0.254901961	0.080213904	0.003565062	0.546204416	550 WASHINGTON STREET	 	CARLSTADT	NJ	07072	550 Washington Street, Carlstadt, NJ 7072	550 Washington Street, Carlstadt, NJ
3	BERGEN	745	CARLSTADT-EAST RUTHERFORD	50	74550	HENRY P. BECTON REGIONAL HIGH SCHOOL	55	TOTAL	460.5	103	25	15	0	220.5	32.5	158.5	48	1	0.478827362	0.070575461	0.344191097	0.104234528	0.002171553	0.636406399	Vreeland Avenue	 	EAST RUTHERFORD	NJ	07073	Vreeland Avenue, East Rutherford, NJ 7073	Vreeland Avenue, East Rutherford, NJ
23	MIDDLESEX	750	CARTERET BORO	57	75057	Private Nicholas Minue Elementary School	55	TOTAL	655	332	62	142	0	96	74	218	245	22	0.146564885	0.112977099	0.332824427	0.374045802	0.033587786	0.713944409	83 POST BLVD	 	CARTERET	NJ	07008	83 Post Blvd, Carteret, NJ 7008	83 Post Blvd, Carteret, NJ
23	MIDDLESEX	750	CARTERET BORO	30	75030	Carteret High School	55	TOTAL	1027	603	79	47	1	131	241.5	424.5	221	9	0.127555988	0.235150925	0.413339825	0.215189873	0.008763389	0.711200223	199 WASHINGTON AVENUE	 	CARTERET	NJ	07008	199 Washington Avenue, Carteret, NJ 7008	199 Washington Avenue, Carteret, NJ
23	MIDDLESEX	750	CARTERET BORO	50	75050	Columbus Elementary School	55	TOTAL	669	424	64	61	0	69	187	287	104	22	0.103139013	0.279521674	0.428998505	0.155455904	0.032884903	0.701942305	1 CARTERET AVENUE	 	CARTERET	NJ	07008	1 Carteret Avenue, Carteret, NJ 7008	1 Carteret Avenue, Carteret, NJ
23	MIDDLESEX	750	CARTERET BORO	55	75055	Carteret Middle School	55	TOTAL	868	531	89	31	0	112	159	388	201	8	0.129032258	0.183179724	0.447004608	0.23156682	0.00921659	0.696274608	300 CARTERET AVENUE	 	CARTERET	NJ	07008	300 Carteret Avenue, Carteret, NJ 7008	300 Carteret Avenue, Carteret, NJ
23	MIDDLESEX	750	CARTERET BORO	60	75060	Nathan Hale Elementary School	55	TOTAL	493	354	45	132	0	45	64	247	131	6	0.09127789	0.129817444	0.501014199	0.265720081	0.012170385	0.653045271	678 ROOSEVELT AVENUE	 	CARTERET	NJ	07008	678 Roosevelt Avenue, Carteret, NJ 7008	678 Roosevelt Avenue, Carteret, NJ
13	ESSEX	760	CEDAR GROVE TWP	90	76090	SOUTH END ELEMENTARY SCHOOL	55	TOTAL	284	5	2	1	0	231	11	17	19	6	0.813380282	0.038732394	0.059859155	0.066901408	0.021126761	0.328407062	116 HARPER TERR	 	CEDAR GROVE	NJ	07009	116 Harper Terr, Cedar Grove, NJ 7009	116 Harper Terr, Cedar Grove, NJ
13	ESSEX	760	CEDAR GROVE TWP	60	76060	NORTH END ELEMENTARY	55	TOTAL	296	11	1	10	0	244	5	17	26	4	0.824324324	0.016891892	0.057432432	0.087837838	0.013513514	0.309007487	122 STEVENS AVE	 	CEDAR GROVE	NJ	07009-1147	122 Stevens Ave, Cedar Grove, NJ 07009-1147	122 Stevens Ave, Cedar Grove, NJ
13	ESSEX	760	CEDAR GROVE TWP	50	76050	CEDAR GROVE HIGH SCHOOL	55	TOTAL	499	17	4	3	0	433	7	34	25	0	0.867735471	0.014028056	0.068136273	0.0501002	0	0.239685784	90 RUGBY RD	 	CEDAR GROVE	NJ	07009	90 Rugby Rd, Cedar Grove, NJ 7009	90 Rugby Rd, Cedar Grove, NJ
13	ESSEX	760	CEDAR GROVE TWP	58	76058	MEMORIAL MIDDLE SCHOOL	55	TOTAL	527	5	7	3	0	459	6	28	32	2	0.870967742	0.011385199	0.05313093	0.060721063	0.003795066	0.234761224	500 RIDGE ROAD	 	CEDAR GROVE	NJ	07009	500 Ridge Road, Cedar Grove, NJ 7009	500 Ridge Road, Cedar Grove, NJ
29	OCEAN	770	CENTRAL REGIONAL	50	77050	Central Regional Middle School	55	TOTAL	714	213	46	0	0	506	42	111	9	46	0.708683473	0.058823529	0.155462185	0.012605042	0.06442577	0.465829469	509 FOREST HILLS PARKWAY	 	BAYVILLE	NJ	08721	509 Forest Hills Parkway, Bayville, NJ 8721	509 Forest Hills Parkway, Bayville, NJ
29	OCEAN	770	CENTRAL REGIONAL	30	77030	Central Regional High School	55	TOTAL	1257	361.5	70	10	0	916.5	94	173	29	44.5	0.729116945	0.074781225	0.137629276	0.023070804	0.03540175	0.442068885	509 FOREST HILLS PARKWAY	 	BAYVILLE	NJ	08721	509 Forest Hills Parkway, Bayville, NJ 8721	509 Forest Hills Parkway, Bayville, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	80	78580	Southern Boulevard School	55	TOTAL	464	3	2	2	0	350	2	27	61	24	0.754310345	0.004310345	0.058189655	0.131465517	0.051724138	0.40765272	192 SOUTHERN BOULEVARD	 	CHATHAM	NJ	07928-1324	192 Southern Boulevard, Chatham, NJ 07928-1324	192 Southern Boulevard, Chatham, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	60	78560	Milton Avenue School	55	TOTAL	356	5	1	0	0	275	0	18	36	27	0.77247191	0	0.050561798	0.101123596	0.075842697	0.384752556	16 MILTON AVENUE	 	CHATHAM	NJ	07928	16 Milton Avenue, Chatham, NJ 7928	16 Milton Avenue, Chatham, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	70	78570	Washington Avenue School	55	TOTAL	428	5	1	5	0	341	0	29	33	25	0.796728972	0	0.067757009	0.077102804	0.058411215	0.351275221	102 WASHINGTON AVENUE	 	CHATHAM	NJ	07928	102 Washington Avenue, Chatham, NJ 7928	102 Washington Avenue, Chatham, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	50	78550	Lafayette Avenus School	55	TOTAL	652	9	0	4	0	529	5	28	71	19	0.811349693	0.007668712	0.042944785	0.108895706	0.029141104	0.327101133	221 LAFAYETTE AVENUE	 	CHATHAM	NJ	07928-1830	221 Lafayette Avenue, Chatham, NJ 07928-1830	221 Lafayette Avenue, Chatham, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	30	78530	Chatham Middle School	55	TOTAL	1054	22	2	5	0	879	6	52	92	25	0.833965844	0.0056926	0.049335863	0.087286528	0.023719165	0.293853001	480 MAIN STREET	 	CHATHAM	NJ	07928-2120	480 Main Street, Chatham, NJ 07928-2120	480 Main Street, Chatham, NJ
27	MORRIS	785	SCH DIST OF THE CHATHAMS	10	78510	Chatham High School	55	TOTAL	1200	20	3	3	0	1020.5	21	44.5	103	11	0.850416667	0.0175	0.037083333	0.085833333	0.009166667	0.267658681	255 LAFAYETTE AVENUE	 	CHATHAM	NJ	07928	255 Lafayette Avenue, Chatham, NJ 7928	255 Lafayette Avenue, Chatham, NJ
7	CAMDEN	800	CHERRY HILL TWP	105	800105	Joyce Kilmer Elementary School	55	TOTAL	464	111	40	37	0	219	57	69	102	17	0.471982759	0.122844828	0.148706897	0.219827586	0.036637931	0.690361177	2900 CHAPEL AVE	 	CHERRY HILL	NJ	08002-1661	2900 Chapel Ave, Cherry Hill, NJ 08002-1661	2900 Chapel Ave, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	85	80085	James Johnson Elementary School	55	TOTAL	414	113	22	45	0	201	49	77	73	14	0.485507246	0.118357488	0.185990338	0.176328502	0.033816425	0.683446522	500 KRESSON RD	 	CHERRY HILL	NJ	08034-3121	500 Kresson Rd, Cherry Hill, NJ 08034-3121	500 Kresson Rd, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	69	80069	Clara Barton Elementary School	55	TOTAL	465	111	22	38	0	244	42	82	76	21	0.524731183	0.090322581	0.176344086	0.16344086	0.04516129	0.656649324	223 RHODE ISLAND AVE	 	CHERRY HILL	NJ	08034-3121	223 Rhode Island Ave, Cherry Hill, NJ 08034-3121	223 Rhode Island Ave, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	67	80067	John A. Carusi Middle School	55	TOTAL	904	246	71	17	0	480	109	161	120	34	0.530973451	0.120575221	0.178097345	0.132743363	0.037610619	0.652774787	315 ROOSEVELT DR	 	CHERRY HILL	NJ	08034-1599	315 Roosevelt Dr, Cherry Hill, NJ 08034-1599	315 Roosevelt Dr, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	115	800115	Thomas Paine Elementary School	55	TOTAL	348	83	8	20	0	190	17	68	56	17	0.545977011	0.048850575	0.195402299	0.16091954	0.048850575	0.633059189	4001 CHURCH RD	 	CHERRY HILL	NJ	08034-1199	4001 Church Rd, Cherry Hill, NJ 08034-1199	4001 Church Rd, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	62	80062	Barclay Early Childhood Center	55	TOTAL	288	29	7	0	0	160	15	35	63	15	0.555555556	0.052083333	0.121527778	0.21875	0.052083333	0.623312114	1220 WINSTON WAY	 	CHERRY HILL	NJ	08034-2919	1220 Winston Way, Cherry Hill, NJ 08034-2919	1220 Winston Way, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	100	800100	Joseph D. Sharp Elementary School	55	TOTAL	332	39	14	27	0	181	16	25	90	20	0.545180723	0.048192771	0.075301205	0.271084337	0.060240964	0.617669473	300 OLD ORCHARD RD	 	CHERRY HILL	NJ	08003-1299	300 Old Orchard Rd, Cherry Hill, NJ 08003-1299	300 Old Orchard Rd, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	110	800110	Kingston Elementary School	55	TOTAL	460	104	29	31	0	264	35	65	76	20	0.573913043	0.076086957	0.141304348	0.165217391	0.043478261	0.615680529	320 KINGSTON RD	 	CHERRY HILL	NJ	08034-1600	320 Kingston Rd, Cherry Hill, NJ 08034-1600	320 Kingston Rd, Cherry Hill, NJ
7	CAMDEN	800	CHERRY HILL TWP	40	80040	Cherry Hill High School West	55	TOTAL	1407	310	105	18	0	850	169	199	152	37	0.604122246	0.120113717	0.141435679	0.108031272	0.026297086	0.588242663	2101 CHAPEL AVE	 	CHERRY HILL	NJ	08034-2099	2101 Chapel Ave, Cherry Hill, NJ 08034-2099	2101 Chapel Ave, Cherry Hill, NJ
