CO_CODE,COUNTY_NAME,DIST_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,POSITION,GENDER,WHITE,WH_PCT,BLACK,BL_PCT,HISPANIC,HI_PCT,ASIAN,AS_PCT,AMERICAN_INDIAN,AM_PCT,PACIFIC_ISLANDER,PI_PCT,OTHER,OT_PCT,MIN_PCT,TOTAL,TEACH_CONCAT_CODE,Student_percent_minority,Teach_vs_student_pnct_minority
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,107,Rockaway Meadow Elementary School,TEACHER,Total,23.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,4084,0.563786008,-56.3786008
80,CHARTERS,6094,Phillip's Academy Charter School,968,Phillip's Academy Charter School,TEACHER,Total,17,57.7,6.5,21.9,4,13.6,2,6.8,0,0,0,0,0,0,42.3,29.5,7142,0.986666667,-56.3666667
31,PASSAIC,900,CLIFTON CITY,80,School #1,TEACHER,Total,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1011,0.562700965,-56.2700965
15,GLOUCESTER,4020,PAULSBORO BORO,60,Billingsport Elementary School,TEACHER,Total,22,93.6,0.5,2.1,1,4.3,0,0,0,0,0,0,0,0,6.4,23.5,4095,0.626666667,-56.2666667
21,MERCER,5210,TRENTON CITY,300,Washington Elementary School,TEACHER,Total,13,59.1,7,31.8,1,4.5,1,4.5,0,0,0,0,0,0,40.9,22,5531,0.971246006,-56.2246006
35,SOMERSET,4820,SOMERVILLE BORO,90,VAN DERVEER ELEMENTARY SCHOOL,TEACHER,Total,64.5,91.5,3,4.3,2,2.8,1,1.4,0,0,0,0,0,0,8.5,70.5,4945,0.646726863,-56.1726863
3,BERGEN,300,BERGENFIELD BORO,20,Bergenfield High School,TEACHER,Total,67.7,75.4,4,4.5,13.1,14.6,4,4.5,0,0,1,1.1,0,0,24.6,89.8,323,0.807570978,-56.1570978
19,HUNTERDON,5270,UNION TWP,60,Union Township Elementary School,TEACHER,Total,20.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,5349,0.5614722,-56.14722
1,ATLANTIC,4800,SOMERS POINT CITY,50,Dawes Avenue Elementary School,TEACHER,Total,35.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,4851,0.561253561,-56.1253561
39,UNION,1320,ELIZABETH CITY,295,Dr. Albert Einstein Academy School No. 29,TEACHER,Total,39,65,5,8.3,15,25,1,1.7,0,0,0,0,0,0,35,60,1654,0.911220715,-56.1220715
80,CHARTERS,6230,Classical Academy Charter School,915,Classical Academy Charter School,TEACHER,Total,6,85.7,0,0,1,14.3,0,0,0,0,0,0,0,0,14.3,7,7225,0.703389831,-56.0389831
13,ESSEX,5680,WEST ORANGE TOWN,160,REDWOOD ELEMENTARY SCHOOL,TEACHER,Total,43.6,86.8,2,4,2.7,5.3,0,0,0,0,0,0,2,4,13.2,50.3,5853,0.692307692,-56.0307692
5,BURLINGTON,5805,WILLINGBORO TWP,57,WILLINGBORO MEMORIAL MIDDLE SCHOOL,TEACHER,Total,26,57.8,17,37.8,1,2.2,1,2.2,0,0,0,0,0,0,42.2,45,5867,0.98145859,-55.945859
21,MERCER,1950,HAMILTON TWP,55,HAMILTON NORTH-NOTTINGHAM,TEACHER,Total,85.3,89.7,3,3.2,3,3.2,1,1.1,1,1.1,0,0,1.8,1.9,10.3,95.1,2026,0.66239155,-55.939155
31,PASSAIC,4010,PATERSON CITY,25,STARS ACADEMY,TEACHER,Total,7,58.3,2,16.7,2,16.7,1,8.3,0,0,0,0,0,0,41.7,12,4066,0.976190477,-55.9190477
39,UNION,1320,ELIZABETH CITY,310,Dr. Antonia Pantoja School No. 27,TEACHER,Total,40,61.5,6,9.2,17,26.2,1,1.5,1,1.5,0,0,0,0,38.5,65,1669,0.944117647,-55.9117647
17,HUDSON,220,BAYONNE CITY,130,WOODROW WILSON COMMUNITY SCHOOL,TEACHER,Total,52,94.5,1,1.8,1,1.8,1,1.8,0,0,0,0,0,0,5.5,55,367,0.614008942,-55.9008942
35,SOMERSET,350,BERNARDS TWP,100,Mount Prospect Elementary School,TEACHER,Total,56.1,93.3,1,1.7,1,1.7,1,1.7,0,0,1,1.7,0,0,6.7,60.1,485,0.625931445,-55.8931445
31,PASSAIC,3970,PASSAIC CITY,125,Etta Gero School # 9,TEACHER,Total,27.6,56,6,12.2,14.7,29.7,1,2,0,0,0,0,0,0,44,49.3,4126,0.99847793,-55.847793
31,PASSAIC,900,CLIFTON CITY,210,School #16,TEACHER,Total,18.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,1141,0.558139535,-55.8139535
31,PASSAIC,900,CLIFTON CITY,120,School #5,TEACHER,Total,29,100,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1051,0.557591623,-55.7591623
31,PASSAIC,4010,PATERSON CITY,230,SCHOOL 19,TEACHER,Total,23,62.2,7,18.9,7,18.9,0,0,0,0,0,0,0,0,37.8,37,4271,0.935251798,-55.7251798
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,304,Academy of Technology Design,TEACHER,Total,2.2,68.8,1,31.3,0,0,0,0,0,0,0,0,0,0,31.3,3.2,2616,0.869565217,-55.6565217
5,BURLINGTON,380,BEVERLY CITY,25,Beverly City School,TEACHER,Total,24.5,89.1,3,10.9,0,0,0,0,0,0,0,0,0,0,10.9,27.5,410,0.665517242,-55.6517242
35,SOMERSET,555,BRIDGEWATER-RARITAN REG,67,JOHN F KENNEDY ELEMENTARY SCHOOL,TEACHER,Total,44.8,97.8,0,0,1,2.2,0,0,0,0,0,0,0,0,2.2,45.8,657,0.578341013,-55.6341013
23,MIDDLESEX,5850,WOODBRIDGE TWP,45,AVENEL MIDDLE SCHOOL,TEACHER,Total,59,90.8,4,6.2,1,1.5,1,1.5,0,0,0,0,0,0,9.2,65,5918,0.648241207,-55.6241207
31,PASSAIC,4010,PATERSON CITY,220,SCHOOL 18,TEACHER,Total,42,57.1,11,15,19.5,26.5,1,1.4,0,0,0,0,0,0,42.9,73.5,4261,0.985032741,-55.6032741
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,55,Brooklawn Middle School,TEACHER,Total,87.9,97.8,1,1.1,1,1.1,0,0,0,0,0,0,0,0,2.2,89.9,4032,0.577929464,-55.5929464
31,PASSAIC,900,CLIFTON CITY,100,School #3,TEACHER,Total,21,91.3,0,0,2,8.7,0,0,0,0,0,0,0,0,8.7,23,1031,0.642611684,-55.5611684
31,PASSAIC,900,CLIFTON CITY,70,Woodrow Wilson Middle School,TEACHER,Total,102,94.4,0,0,3,2.8,3,2.8,0,0,0,0,0,0,5.6,108,1001,0.611480865,-55.5480865
39,UNION,1320,ELIZABETH CITY,190,Madison Monroe School No. 16,TEACHER,Total,37,72.5,5,9.8,9,17.6,0,0,0,0,0,0,0,0,27.5,51,1549,0.830383481,-55.5383481
21,MERCER,3105,MERCER COUNTY VOCATIONAL,40,MCVS Arthur R. Sypek Center,TEACHER,Total,19.4,95.1,1,4.9,0,0,0,0,0,0,0,0,0,0,4.9,20.4,3166,0.604072399,-55.5072399
7,CAMDEN,2670,LINDENWOLD BORO,90,Lindenwold Middle School,TEACHER,Total,60,84.5,6,8.5,3,4.2,2,2.8,0,0,0,0,0,0,15.5,71,2767,0.71,-55.5
23,MIDDLESEX,4090,PERTH AMBOY CITY,65,Edward J. Patten Elementary School,TEACHER,Total,39,57.9,3,4.5,24.4,36.2,1,1.5,0,0,0,0,0,0,42.1,67.4,4178,0.975531915,-55.4531915
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,85,Brooks Crossing Elementary School,TEACHER,Total,44.5,89.9,1,2,1,2,3,6.1,0,0,0,0,0,0,10.1,49.5,4968,0.654867257,-55.3867257
3,BERGEN,3730,NORTHVALE BORO,50,NORTHVALE PUBLIC SCHOOL,TEACHER,Total,44.2,97.8,0,0,1,2.2,0,0,0,0,0,0,0,0,2.2,45.2,3783,0.575757576,-55.3757576
1,ATLANTIC,110,ATLANTIC CITY,30,Sovereign Avenue School,TEACHER,Total,36.3,56.3,9.2,14.2,13,20.1,4,6.2,0,0,0,0,2,3.1,43.7,64.5,141,0.990578735,-55.3578735
11,CUMBERLAND,540,BRIDGETON CITY,55,Cherry Street School,TEACHER,Total,29,57.4,15,29.7,6.5,12.9,0,0,0,0,0,0,0,0,42.6,50.5,606,0.979338843,-55.3338843
3,BERGEN,5150,TEANECK TWP,110,Nathaniel Hawthorne Elementary School,TEACHER,Total,21,67.7,6,19.4,2,6.5,2,6.5,0,0,0,0,0,0,32.3,31,5263,0.876132931,-55.3132931
7,CAMDEN,330,BERLIN BORO,20,Berlin Community School,TEACHER,Total,73.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,73.1,357,0.552941176,-55.2941176
17,HUDSON,2390,JERSEY CITY,240,Alfred Zampella School,TEACHER,Total,52,65,7,8.8,16,20,4,5,0,0,1,1.3,0,0,35,80,2647,0.90290381,-55.290381
31,PASSAIC,4010,PATERSON CITY,4,School of Health Science,TEACHER,Total,19,63.3,5,16.7,4,13.3,0,0,0,0,0,0,2,6.7,36.7,30,4045,0.919708029,-55.2708029
17,HUDSON,220,BAYONNE CITY,70,Lincoln Community School #5,TEACHER,Total,40,93,0,0,3,7,0,0,0,0,0,0,0,0,7,43,307,0.621621622,-55.1621622
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,Middlesex Co Voc School Piscataway School of Career Develop,TEACHER,Total,19,86.4,2,9.1,1,4.5,0,0,0,0,0,0,0,0,13.6,22,3473,0.68699187,-55.099187
3,BERGEN,2620,LEONIA BORO,60,Anna C. Scott Elementary School,TEACHER,Total,50.4,82.1,0,0,2,3.3,9,14.7,0,0,0,0,0,0,17.9,61.4,2683,0.729520865,-55.0520865
21,MERCER,1245,EAST WINDSOR REGIONAL,80,WALTER C. BLACK ELEMENTARY SCHOOL,TEACHER,Total,39.4,91.8,0,0,3.5,8.2,0,0,0,0,0,0,0,0,8.2,42.9,1346,0.632162662,-55.0162662
5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - Westhampton,TEACHER,Total,65.8,76,15.8,18.2,3,3.5,1,1.2,0,0,1,1.2,0,0,24,86.5,645,0.790055248,-55.0055248
31,PASSAIC,4010,PATERSON CITY,316,NEW ROBERTO CLEMENTE,TEACHER,Total,27.5,55.6,5,10.1,15,30.3,1,2,0,0,0,0,1,2,44.4,49.5,4357,0.99319728,-54.919728
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,65,Knollwood Elementary School,TEACHER,Total,23.9,90.5,0.5,1.9,0,0,2,7.6,0,0,0,0,0,0,9.5,26.4,4042,0.643835616,-54.8835616
31,PASSAIC,4010,PATERSON CITY,312,DR. MARTIN LUTHER KING JR EDUCATIONAL COMPLEX,TEACHER,Total,33,56.4,11,18.8,10.5,17.9,0,0,0,0,0,0,4,6.8,43.6,58.5,4353,0.984705882,-54.8705882
17,HUDSON,5240,UNION CITY,105,Emerson Middle School,TEACHER,Total,34,56.7,2,3.3,24,40,0,0,0,0,0,0,0,0,43.3,60,5362,0.98105683,-54.805683
21,MERCER,5210,TRENTON CITY,235,Joyce Kilmer Middle School,TEACHER,Total,22,55,16,40,0,0,2,5,0,0,0,0,0,0,45,40,5466,0.997787612,-54.7787612
23,MIDDLESEX,5850,WOODBRIDGE TWP,210,LYNN CREST ELEMENTARY SCHOOL,TEACHER,Total,30.5,96.8,0,0,1,3.2,0,0,0,0,0,0,0,0,3.2,31.5,6083,0.579634464,-54.7634464
13,ESSEX,3310,MONTCLAIR TOWN,50,Montclair High School,TEACHER,Total,119.6,76.4,22,14.1,9,5.7,6,3.8,0,0,0,0,0,0,23.6,156.6,3373,0.783471074,-54.7471074
21,MERCER,5210,TRENTON CITY,260,Mott Elementary School,TEACHER,Total,17,56.7,9,30,3,10,1,3.3,0,0,0,0,0,0,43.3,30,5491,0.979899497,-54.6899497
39,UNION,1320,ELIZABETH CITY,290,Dr. Orlando Edreira Academy School No. 26,TEACHER,Total,26,63.4,4,9.8,8,19.5,2,4.9,0,0,1,2.4,0,0,36.6,41,1649,0.912698413,-54.6698413
39,UNION,1320,ELIZABETH CITY,404,Thomas A. Edison Career and Technical Academy,TEACHER,Total,41,60.3,12,17.6,10,14.7,3,4.4,1,1.5,1,1.5,0,0,39.7,68,1763,0.943536404,-54.6536404
17,HUDSON,5240,UNION CITY,100,Jefferson Elementary School,TEACHER,Total,14,56,0,0,11,44,0,0,0,0,0,0,0,0,44,25,5357,0.986449864,-54.6449864
11,CUMBERLAND,5390,VINELAND CITY,115,John H. Winslow Elementary School,TEACHER,Total,39,95.1,0,0,2,4.9,0,0,0,0,0,0,0,0,4.9,41,5516,0.595435686,-54.6435686
1,ATLANTIC,1690,GALLOWAY TWP,48,Smithville Elementary School,TEACHER,Total,55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1739,0.546310832,-54.6310832
39,UNION,1320,ELIZABETH CITY,401,John E. Dwyer Technology Academy,TEACHER,Total,59,59.6,9,9.1,23,23.2,8,8.1,0,0,0,0,0,0,40.4,99,1760,0.949878739,-54.5878739
3,BERGEN,1370,ENGLEWOOD CITY,70,Donald A. Quarles Early Childhood Center,TEACHER,Total,28.5,62.6,6,13.2,9,19.8,2,4.4,0,0,0,0,0,0,37.4,45.5,1443,0.919661733,-54.5661733
3,BERGEN,2710,LITTLE FERRY BORO,30,Memorial Elementary School,TEACHER,Total,52,89.7,0,0,5,8.6,1,1.7,0,0,0,0,0,0,10.3,58,2743,0.648578812,-54.5578812
39,UNION,4550,ROSELLE PARK BORO,90,Sherman Elementary School,TEACHER,Total,25,89.3,1,3.6,2,7.1,0,0,0,0,0,0,0,0,10.7,28,4679,0.652046784,-54.5046784
7,CAMDEN,680,CAMDEN CITY,205,Forest Hill School,TEACHER,Total,12,54.5,9,40.9,1,4.5,0,0,0,0,0,0,0,0,45.5,22,892,1,-54.5
7,CAMDEN,680,CAMDEN CITY,29,Dr. Charles E. Brimm Medical Arts High School,TEACHER,Total,6,54.5,3,27.3,1,9.1,1,9.1,0,0,0,0,0,0,45.5,11,716,0.999999999,-54.4999999
3,BERGEN,285,BERGEN CO SPECIAL SERVICE,50,EMOTIONALLY DISTURBED,TEACHER,Total,25.3,96.2,1,3.8,0,0,0,0,0,0,0,0,0,0,3.8,26.3,338,0.582677166,-54.4677166
21,MERCER,1430,EWING TWP,60,GILMORE J FISHER MIDDLE,TEACHER,Total,75,83.2,8,8.9,6,6.7,1.1,1.2,0,0,0,0,0,0,16.8,90.1,1511,0.712672522,-54.4672522
80,CHARTERS,6013,Bergen Arts and Sciences Charter School,900,Bergen Arts and Sciences Charter School,TEACHER,Total,72.3,92.3,1,1.3,4,5.1,0,0,0,0,1,1.3,0,0,7.7,78.3,6993,0.621259029,-54.4259029
21,MERCER,5210,TRENTON CITY,80,Paul S. Robeson Elementary School,TEACHER,Total,20,55.5,9.1,25.1,6,16.6,1,2.8,0,0,0,0,0,0,44.5,36.1,5311,0.988970588,-54.3970588
39,UNION,1320,ELIZABETH CITY,403,Thomas Jefferson Arts Academy,TEACHER,Total,59,63.4,11,11.8,21,22.6,2,2.2,0,0,0,0,0,0,36.6,93,1762,0.909943715,-54.3943715
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,50,South Brunswick High School,TEACHER,Total,171.6,87.7,6.6,3.4,11,5.6,6.5,3.3,0,0,0,0,0,0,12.3,195.7,4933,0.666609501,-54.3609501
1,ATLANTIC,110,ATLANTIC CITY,130,Venice Park School,TEACHER,Total,6.2,55.4,4.4,39.3,0.6,5.4,0,0,0,0,0,0,0,0,44.6,11.2,241,0.989010989,-54.3010989
13,ESSEX,3570,NEWARK CITY,4,N J REGIONAL DAY SCHOOL - NEWARK,TEACHER,Total,10,58.8,2,11.8,4,23.5,1,5.9,0,0,0,0,0,0,41.2,17,3587,0.954887218,-54.2887218
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,3,CLASS ACADEMY,TEACHER,Total,10.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,3288,0.542857142,-54.2857142
31,PASSAIC,4010,PATERSON CITY,5,SCHOOL OF EARTH AND SPACE SCIENCE,TEACHER,Total,14,60.9,2,8.7,4,17.4,1,4.3,0,0,0,0,2,8.7,39.1,23,4046,0.933673469,-54.2673469
3,BERGEN,1370,ENGLEWOOD CITY,60,Dr. Leroy McCloud Elementary School,TEACHER,Total,31,54.9,7,12.4,15.5,27.4,3,5.3,0,0,0,0,0,0,45.1,56.5,1433,0.993197279,-54.2197279
21,MERCER,5210,TRENTON CITY,270,Parker Elementary,TEACHER,Total,24,57,13.1,31,5.1,12,0,0,0,0,0,0,0,0,43,42.1,5501,0.972111553,-54.2111553
31,PASSAIC,3970,PASSAIC CITY,95,Lincoln Middle School # 4,TEACHER,Total,72,54.8,13,9.9,42.5,32.3,4,3,0,0,0,0,0,0,45.2,131.5,4096,0.993467934,-54.1467934
17,HUDSON,3610,NORTH BERGEN TWP,100,McKinley Elementary School,TEACHER,Total,22.7,62.9,0,0,13.4,37.1,0,0,0,0,0,0,0,0,37.1,36.1,3727,0.912408758,-54.1408758
7,CAMDEN,5820,WINSLOW TWP,20,Winslow Township Middle School,TEACHER,Total,64.5,78.2,16,19.4,1,1.2,0,0,1,1.2,0,0,0,0,21.8,82.5,5847,0.759233925,-54.1233925
31,PASSAIC,3970,PASSAIC CITY,50,Passaic High School # 12,TEACHER,Total,114,54.9,24,11.6,58.7,28.3,11,5.3,0,0,0,0,0,0,45.1,207.7,4051,0.992164544,-54.1164544
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,105,Penns Grove Middle School,TEACHER,Total,39,84.8,5,10.9,2,4.3,0,0,0,0,0,0,0,0,15.2,46,4208,0.692640692,-54.0640692
21,MERCER,1950,HAMILTON TWP,83,RICHARD C CROCKETT MIDDLE SCHOOL,TEACHER,Total,73.7,94.7,1.6,2.1,1,1.3,1.5,1.9,0,0,0,0,0,0,5.3,77.8,2054,0.593008739,-54.0008739
17,HUDSON,2390,JERSEY CITY,370,Jotham W. Wakeman School,TEACHER,Total,41,64.6,5,7.9,14.5,22.8,3,4.7,0,0,0,0,0,0,35.4,63.5,2777,0.893617022,-53.9617022
29,OCEAN,5190,TOMS RIVER REGIONAL,100,South Toms River Elementary School,TEACHER,Total,29.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,5319,0.539358601,-53.9358601
35,SOMERSET,555,BRIDGEWATER-RARITAN REG,30,ADAMSVILLE ELEMENTARY SCHOOL,TEACHER,Total,55.9,96.5,1,1.7,1,1.7,0,0,0,0,0,0,0,0,3.5,57.9,620,0.574349442,-53.9349442
39,UNION,4290,RAHWAY CITY,120,Roosevelt Elementary School,TEACHER,Total,39.5,76.7,5,9.7,6,11.7,1,1.9,0,0,0,0,0,0,23.3,51.5,4449,0.772213248,-53.9213248
21,MERCER,1245,EAST WINDSOR REGIONAL,60,GRACE N. ROGERS ELEMENTARY SCHOOL,TEACHER,Total,41.9,84.8,0,0,6.5,13.2,1,2,0,0,0,0,0,0,15.2,49.4,1326,0.689655172,-53.7655172
23,MIDDLESEX,2150,HIGHLAND PARK BORO,85,BARTLE ELEMENTARY SCHOOL,TEACHER,Total,38,92.7,2,4.9,0,0,1,2.4,0,0,0,0,0,0,7.3,41,2258,0.610389611,-53.7389611
35,SOMERSET,1610,FRANKLIN TWP,150,Sampson G. Smith School,TEACHER,Total,75.3,68.9,19,17.4,6,5.5,8,7.3,0,0,1,0.9,0,0,31.1,109.3,1795,0.8477842,-53.67842
80,CHARTERS,6082,Beloved Community Charter School,963,BelovED Community Charter School,TEACHER,Total,29.8,63.6,5,10.7,8,17.1,4,8.6,0,0,0,0,0,0,36.4,46.8,7125,0.899999999,-53.5999999
3,BERGEN,1860,HACKENSACK CITY,100,Fairmount,TEACHER,Total,25.5,64.6,2,5.1,10,25.3,2,5.1,0,0,0,0,0,0,35.4,39.5,1963,0.8894081,-53.54081
17,HUDSON,4730,SECAUCUS TOWN,65,CLARENDON NO 4,TEACHER,Total,40.8,93.5,0,0,2.8,6.5,0,0,0,0,0,0,0,0,6.5,43.6,4812,0.60035524,-53.535524
17,HUDSON,2390,JERSEY CITY,345,Ezra L. Nolan School,TEACHER,Total,17,58.6,7,24.1,4,13.8,0,0,0,0,1,3.4,0,0,41.4,29,2752,0.94921875,-53.521875
27,MORRIS,3450,MOUNT OLIVE TWP,50,Chester M. Stephens Elementary School,TEACHER,Total,49.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,3527,0.534722223,-53.4722223
23,MIDDLESEX,4130,PISCATAWAY TWP,53,Conackamack Middle School,TEACHER,Total,32.4,80.2,3,7.4,5,12.4,0,0,0,0,0,0,0,0,19.8,40.4,4206,0.73210634,-53.410634
7,CAMDEN,260,BELLMAWR BORO,30,ETHEL M BURKE ELEMENTARY SCHOOL,TEACHER,Total,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,24,297,0.533546326,-53.3546326
13,ESSEX,5680,WEST ORANGE TOWN,170,ST. CLOUD ELEMENTARY SCHOOL,TEACHER,Total,27.1,88.1,2,6.5,1.7,5.4,0,0,0,0,0,0,0,0,11.9,30.8,5863,0.652061856,-53.3061856
17,HUDSON,2390,JERSEY CITY,120,Charles E. Trefurt School,TEACHER,Total,42,62.7,4,6,17,25.4,3,4.5,0,0,1,1.5,0,0,37.3,67,2527,0.905927835,-53.2927835
80,CHARTERS,8065,University Heights CS,980,University Heights Charter School,TEACHER,Total,25,53.2,18,38.3,3,6.4,0,0,1,2.1,0,0,0,0,46.8,47,9125,1,-53.2
39,UNION,1320,ELIZABETH CITY,25,Elizabeth High School,TEACHER,Total,34,65.4,4,7.7,7,13.5,7,13.5,0,0,0,0,0,0,34.6,52,1384,0.877962085,-53.1962085
21,MERCER,5210,TRENTON CITY,210,Gregory Elementary School,TEACHER,Total,22,53.7,18,43.9,1,2.4,0,0,0,0,0,0,0,0,46.3,41,5441,0.994764398,-53.1764398
39,UNION,5245,UNION CO ED SERV COMM,50,Crossroads School,TEACHER,Total,12,92.3,0,0,1,7.7,0,0,0,0,0,0,0,0,7.7,13,5334,0.608695652,-53.1695652
80,CHARTERS,6915,Jersey City Golden Door Charter School,950,Jersey City Golden Door Charter School,TEACHER,Total,23,62.2,0,0,13,35.1,0,0,0,0,1,2.7,0,0,37.8,37,7945,0.909584086,-53.1584086
5,BURLINGTON,3430,MOUNT HOLLY TWP,60,F. W. Holbein Middle School,TEACHER,Total,31,96.9,0,0,0,0,1,3.1,0,0,0,0,0,0,3.1,32,3495,0.562300319,-53.1300319
15,GLOUCESTER,1830,GREENWICH TWP,50,Broad Street Elementary School,TEACHER,Total,23.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,1895,0.53030303,-53.030303
35,SOMERSET,1810,GREEN BROOK TWP,50,Irene E. Feldkirchner Elementary School,TEACHER,Total,38.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,1895,0.53030303,-53.030303
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,TEACHER,Total,109.6,95.6,1,0.9,2,1.7,2,1.7,0,0,0,0,0,0,4.4,114.6,1996,0.573296628,-52.9296628
5,BURLINGTON,1280,EDGEWATER PARK TWP,70,Samuel M Ridgway Middle School,TEACHER,Total,26,96.3,0,0,0,0,1,3.7,0,0,0,0,0,0,3.7,27,1355,0.566210045,-52.9210045
31,PASSAIC,4010,PATERSON CITY,50,SCHOOL 1,TEACHER,Total,12.5,55.6,5,22.2,4,17.8,0,0,0,0,0,0,1,4.4,44.4,22.5,4091,0.97320341,-52.920341
1,ATLANTIC,2680,LINWOOD CITY,20,Belhaven Middle School,TEACHER,Total,35,94.6,0,0,1,2.7,0,0,1,2.7,0,0,0,0,5.4,37,2701,0.582706766,-52.8706766
15,GLOUCESTER,5860,WOODBURY CITY,100,Walnut Street School,TEACHER,Total,9.4,90.4,1,9.6,0,0,0,0,0,0,0,0,0,0,9.6,10.4,5975,0.623853211,-52.7853211
1,ATLANTIC,4800,SOMERS POINT CITY,55,Jordan Road Elementary School,TEACHER,Total,57.3,96.6,2,3.4,0,0,0,0,0,0,0,0,0,0,3.4,59.3,4856,0.561497327,-52.7497327
23,MIDDLESEX,4130,PISCATAWAY TWP,50,Piscataway Township High School,TEACHER,Total,126.7,78.5,12.2,7.6,11.2,6.9,11.3,7,0,0,0,0,0,0,21.5,161.3,4203,0.742331289,-52.7331289
3,BERGEN,1550,FORT LEE BORO,50,Fort Lee High School,TEACHER,Total,59.2,84.1,0,0,8,11.4,3.2,4.5,0,0,0,0,0,0,15.9,70.4,1603,0.686003193,-52.7003193
80,CHARTERS,7115,Learning Community CS,960,Learning Community Charter School,TEACHER,Total,35.4,83.5,1,2.4,4,9.4,1,2.4,0,0,0,0,1,2.4,16.5,42.4,8155,0.691780822,-52.6780822
31,PASSAIC,4010,PATERSON CITY,304,SCHOOL OF SCIENCE TECHNOLOGY ENGINEERING & MATHS,TEACHER,Total,26,59.1,5,11.4,8,18.2,2,4.5,0,0,0,0,3,6.8,40.9,44,4345,0.935483871,-52.6483871
39,UNION,4290,RAHWAY CITY,110,Madison Elementary,TEACHER,Total,20.6,83.7,2,8.1,2,8.1,0,0,0,0,0,0,0,0,16.3,24.6,4439,0.689373296,-52.6373296
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,Atlantic County Institute of Technology,TEACHER,Total,106,93.8,2,1.8,4,3.5,1,0.9,0,0,0,0,0,0,6.2,113,131,0.588070176,-52.6070176
23,MIDDLESEX,3290,MONROE TWP,5,Monroe Township High School,TEACHER,Total,157.7,94,3,1.8,4,2.4,3,1.8,0,0,0,0,0,0,6,167.7,3318,0.585987261,-52.5987261
39,UNION,1320,ELIZABETH CITY,110,Nicholas S. Lacorte-Peterstown School No. 3,TEACHER,Total,28,57.1,9,18.4,12,24.5,0,0,0,0,0,0,0,0,42.9,49,1469,0.954929578,-52.5929578
39,UNION,5290,UNION TWP,70,KAWAMEEH MIDDLE SCHOOL,TEACHER,Total,50.7,86.4,5,8.5,2,3.4,0,0,1,1.7,0,0,0,0,13.6,58.7,5399,0.661721069,-52.5721069
3,BERGEN,4300,RAMAPO-INDIAN HILL REG,30,INDIAN HILLS HIGH SCHOOL,TEACHER,Total,107.5,95.9,0,0,3.6,3.2,1,0.9,0,0,0,0,0,0,4.1,112.1,4333,0.566054244,-52.5054244
11,CUMBERLAND,5390,VINELAND CITY,270,Pauline J. Petway Elementary School,TEACHER,Total,43,93.5,0,0,3,6.5,0,0,0,0,0,0,0,0,6.5,46,5671,0.58983666,-52.483666
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,TEACHER,Total,43,95.6,0,0,1,2.2,0,0,0,0,1,2.2,0,0,4.4,45,5849,0.56846473,-52.446473
21,MERCER,5210,TRENTON CITY,30,Daylight/Twilight High School,TEACHER,Total,20,52.6,11,28.9,4,10.5,3,7.9,0,0,0,0,0,0,47.4,38,5261,0.997093023,-52.3093023
3,BERGEN,285,BERGEN CO SPECIAL SERVICE,100,AUTISTIC,TEACHER,Total,58,90.6,2,3.1,2,3.1,2,3.1,0,0,0,0,0,0,9.4,64,388,0.616915423,-52.2915423
25,MONMOUTH,2770,LONG BRANCH CITY,120,Lenna W. Conrow Elementary School,TEACHER,Total,27,79.4,4,11.8,2,5.9,1,2.9,0,0,0,0,0,0,20.6,34,2915,0.72881356,-52.281356
